,title,description,price,points,cluster_label,cosine_similarity
20181,Tre Monti 2015 Campo di Mezzo Sangiovese (Romagna),"Made with organic Sangiovese grapes, this opens with aromas of red berry, new leather and a whiff of violet. The bright juicy palate offers crushed raspberry, red cherry, sage and a hint of clove alongside fine-grained tannins. Enjoy through 2019.",15.0,89,0,0.47748498721808386
50278,Cantalici L'Antica Fornace di Ridolfo 2011 Messer Ridolfo Riserva  (Chianti Classico),"Leather, truffle, ripe berry and a whiff of oak-derived spice lead the nose of this 100% Sangiovese wine. The taut palate delivers mature plum, black cherry and licorice flavors, its fine-grained tannins leaving a firm, dry finish.",34.0,89,0,0.4772527245745623
54180,Cantalici L'Antica Fornace di Ridolfo 2011 Messer Ridolfo Riserva  (Chianti Classico),"Leather, truffle, ripe berry and a whiff of oak-derived spice lead the nose of this 100% Sangiovese wine. The taut palate delivers mature plum, black cherry and licorice flavors, its fine-grained tannins leaving a firm, dry finish.",34.0,89,0,0.4772527245745623
64334,Tenuta Sette Cieli 2015 Yantra Red (Toscana),"This blend of 60% Cabernet Sauvignon and 40% Merlot offers blackberry, leather and baking spice aromas. The savory palate offers mature plum, ripe black cherry and black pepper notes, held together with polished tannins.",24.0,89,0,0.4772003571185302
115901,G D Vajra 2012 Nebbiolo (Langhe),"Aromas of tilled earth, ripe black fruit, menthol and a touch of leather lead the nose on this savory, medium-bodied red. The juicy palate offers ripe black cherry, raspberry, black pepper and a balsamic note alongside supple tannins.",25.0,90,0,0.4770222216713561
96508,Rocca di Castagnoli 2012 Poggio a' Frati Riserva  (Chianti Classico),"New leather, blue flower, wild berry and a whiff of oak-driven spice lead the nose. The savory chewy palate offers mature black cherry, raspberry, star anise, clove and menthol while lithe tannins provide polished support. Drink through 2019.",32.0,91,0,0.47698046866865323
10766,Cantina del Nebbiolo 2009 Riserva  (Barbaresco),"It opens with pretty aromas of red rose, wild cherry, leather, earth and balsamic notes. The palate delivers juicy black cherry accented with black pepper and licorice, with brawny, teeth-coating tannins. Drink 2016–2021.",24.0,90,0,0.47693988781139485
84767,Celli 2015 Le Grillaie Sangiovese (Romagna),"This opens with aromas of red plum and baking spice while the straightforward palate delivers black cherry, clove and a tobacco note. Firm tannins give the finish grip.",16.0,87,0,0.47692461600087177
57375,Aldo Conterno 2012 Bussia Romirasco  (Barolo),"This full-bodied red opens with aromas of underbrush, raspberry compote and dark baking spice. The brooding palate offers mature black cherry, white pepper, cinnamon, grilled herb and licorice alongside a backbone of assertive tannins. Drink 2020–2028.",100.0,92,0,0.4768234791268463
104770,Teanum 2010 Otre Nero di Troia (Puglia),"Aromas of toast, underbrush and mature plum lead the nose on this medium-bodied red. The palate delivers black cherry, roasted coffee bean, black pepper and grilled herb alongside bracing tannins. The fruit is already dried up so drink this soon.",17.0,86,0,0.4767452607605502
66404,Bibbiano 2013 Montornello Riserva  (Chianti Classico),"Ripe black-skinned berry, menthol, new leather and a whiff of iris lead the nose. The vibrant, juicy palate offers wild cherry, black raspberry, star anise and Mediterranean herb while fine-grained tannins provide an elegant, youthfully austere framework. Drink 2017–2022.",25.0,89,0,0.4767280244154119
1012,Dei 2012  Rosso di Montepulciano,"Ripe black plum, forest floor, mint and spice notes lead the nose on this savory, medium-bodied red. The succulent, straightforward palate doles out fleshy black cherry and crushed raspberry accented with black pepper and clove alongside round tannins. Drink through 2015.",18.0,90,0,0.4764818136695787
40879,Poggio di Sotto 2010 Riserva  (Brunello di Montalcino),"Crushed berry, leather, tilled soil, blue flower and a whiff of fennel lead the nose. The ripe palate offers juicy black cherry, black raspberry, white pepper and anise alongside firm, close-grained tannins. Give this time to fully develop and reach its full potential. Drink 2022–2032.",450.0,97,0,0.47632624192186906
94189,Podere La Berta 2015 Sangiovese (Romagna),"This opens with subdued aromas of black-skinned berry and a whiff of baking spice. The straightforward palate delivers black plum, clove and leather alongside round tannins. Enjoy soon.",15.0,87,0,0.4760846329462582
27848,Poderi Aldo Conterno 2012 Conca Tre Pile  (Barbera d'Alba),"Aromas of toast, scorched earth, black plum, espresso and mocha lead the nose on this robust, savory wine. The concentrated palate offers mature black cherry, ripe blackberry, raspberry jam, licorice and black pepper alongside chewy tannins and fresh acidity. The fruit richness seamlessly supports the hefty alcohol.",35.0,90,0,0.4757461388185585
61833,Botromagno 2013 Uva di Troia (Puglia),"Aromas of mature berry, allspice, underbrush and sage lead the nose. The easy-drinking palate delivers black cherry, raspberry and freshly ground black pepper alongside firm, fine-grained tannins.",20.0,87,0,0.4756100738076247
67073,Carpineto 2013  Chianti Classico,"Savory and approachable, this opens with earthy aromas of tilled soil, ripe plum, dark berry and a whiff of game. The straightforward palate delivers juicy black cherry, blackberry, clove and white pepper alongside polished tannins.",19.0,88,0,0.47516330180196137
4422,Ca' Nova 2007  Ghemme,"This opens with aromas of ripe black-skinned fruit, resin, underbrush, leather, menthol and intense mint. The savory, refined palate delivers wild red cherry, crushed black raspberry, sage, clove, mint and mineral alongside velvety tannins. A licorice note signals the close. Drink through 2022.",38.0,91,0,0.4749003146733578
95141,Tenuta di Fessina 2009 Musmeci Riserva  (Etna),"Spice, berry, earth, leather, tobacco and blue flower aromas lead the nose of this elegant wine. The ripe, round palate delivers fleshy black cherry and raspberry, accented by white pepper and cinnamon and framed by polished tannins. Drink 2015–2019.",50.0,90,0,0.4748664999087942
13957,Montemercurio 2009 Damo  (Vino Nobile di Montepulciano),"Savory and full-bodied, this blend of 80% Sangiovese and 20% Canaiolo, Mammolo, Colorino and Barbera offers aromas of ripe dark berry, tobacco, ground pepper and truffle. The firmly structured palate delivers black cherry, black raspberry, mocha and licorice alongside velvety tannins.",65.0,92,0,0.4748382068247916
91045,Barone Ricasoli 2013 Brolio Bettino  (Chianti Classico),"Dark-skinned berry, menthol, dark cooking spice and aromatic herb aromas unfold on this. The fresh, juicy palate offers dried black cherry, red currant, coffee and licorice alongside smooth, polished tannins. Enjoy through 2019.",30.0,89,0,0.47473812478622596
84341,Castello di Verrazzano 2011 Riserva  (Chianti Classico),"This full-bodied blend of Sangiovese and 5% Canaiolo opens with heady scents of iris, violet, dark berry and a note of pipe tobacco. The firm, savory palate doles out ripe black cherry, licorice, ground black pepper and clove while assertive but well-integrated tannins provide support. Drink 2016–2021.",40.0,93,0,0.4747247195162819
29875,Le Casematte 2012 Quattroenne  (Faro),"A blend of Nerello Mascalese, Nerello Cappuccio, Nocera and Nero d'Avola, this polished wine conveys earthy aromas including violet, ripe berry, leather, game and baking spice. The savory palate doles out juicy black cherry, ripe raspberry, licorice, cinnamon and clove alongside firm, fine-grained tannins. Drink 2016–2020.",35.0,94,0,0.4747039606037018
70570,Ridolfi 2011  Brunello di Montalcino,"Aromas of ripe plum, blue flower, tilled soil, truffle and a whiff of exotic incense lead the nose on this full-bodied wine. The juicy, chewy palate delivers mouthfuls of fleshy wild cherry, crushed black raspberry, baking spice and grilled herb framed in firm, velvety tannins. It's already delicious. Drink 2018–2023.",70.0,93,0,0.47461691064107386
78928,Mazzei 2012 Tenuta Belguardo  (Maremma Toscana),"Made with 90% Cabernet Sauvignon and 10% Cabernet Franc, this boasts aromas of black currant, mature plum, black pepper and clove. The ripe palate delivers fleshy black cherry, blackberry, licorice and Mediterranean brush accompanied by firm, fine-grained tannins.",50.0,90,0,0.47439025023280473
116183,Mazzei 2012 Tenuta Belguardo  (Maremma Toscana),"Made with 90% Cabernet Sauvignon and 10% Cabernet Franc, this boasts aromas of black currant, mature plum, black pepper and clove. The ripe palate delivers fleshy black cherry, blackberry, licorice and Mediterranean brush accompanied by firm, fine-grained tannins.",50.0,90,0,0.47439025023280473
96973,Tenute Silvio Nardi 2011  Brunello di Montalcino,"Underbrush, red berry, scorched earth and dark spice aromas emerge in the glass. The structured, chewy palate offers mature black cherry, clove, ground pepper and star anise set in a firm framework of fine-grained tannins. Drink 2018–2028.",69.0,92,0,0.4740196426933064
69698,Goretti 2007  Sagrantino di Montefalco,"Here's a stunning expression that opens with earthy aromas of blue flower, underbrush and leather, as well as black fruit and spice. The palate offers creamy cherry, black berry, white pepper and tobacco, with a hint of clove. The fresh acidity—surprising for the hot vintage—balances out the firm but ripe tannins. Best 2017–2027.",45.0,92,0,0.47375566466274793
14598,Produttori del Barbaresco 2011 Montestefano Riserva  (Barbaresco),"Ripe and structured, this full-bodied red opens with alluring scents of star anise, dark-skinned berry, underbrush, leather and a balsamic note. On the juicy palate, menthol, licorice and baking spice accent a core of black cherry. Noble tannins provide the framework. Drink 2018–2023.",58.0,94,0,0.47365583554467594
80434,Raineri Gianmatteo 2011 Monserra  (Barolo),"You'll find aromas of mature black cherry, dark cooking spice, mint, leather and a whiff of espresso on this full-bodied red. The firm palate shows dried black cherry, roasted coffee bean, oak and a licorice note supported by bracing, grainy tannins that leave an astringent finish. Drink after 2020.",42.0,89,0,0.4736345300831866
60770,Canneto 2011 Riserva  (Vino Nobile di Montepulciano),"This full-bodied red opens with aromas of ripe plum, crushed violet, leather and dried aromatic herb. The firmly structured palate delivers dried black cherry, aniseed, tobacco and clove accompanied by tightly knit, assertive tannins. Wait a couple of years for the tannins to unfold then drink up to capture the remaining fruit richness. Drink 2017–2021.",40.0,89,0,0.4735013542321387
15722,Montemercurio 2012 Petaso  (Rosso di Montepulciano),"Aromas of mature dark-skinned berry and baking spice lead the nose. The palate is rather evolved, showing dried black cherry, prune and white pepper alongside firm tannins. Enjoy soon to capture the remaining fruit flavors.",26.0,87,0,0.4733234303990412
41109,Feudo Principi di Butera 2015 Nero d'Avola (Sicilia),"The nose opens with black-skinned berry, underbrush and toast aromas. It's firm and fruity on the palate, with black cherry, white pepper and mocha flavors framed by polished tannins. Enjoy through 2020.",17.0,88,0,0.4732410945968372
43282,Feudo Principi di Butera 2015 Nero d'Avola (Sicilia),"The nose opens with black-skinned berry, underbrush and toast aromas. It's firm and fruity on the palate, with black cherry, white pepper and mocha flavors framed by polished tannins. Enjoy through 2020.",17.0,88,0,0.4732410945968372
76251,Cavallotto 2012 Bricco Boschis  (Barolo),"Earthy aromas of underbrush, truffle, wild berry, blue flower and a whiff of new leather emerge on this stunning wine. The succulent, full-bodied palate shows ripe raspberry, black cherry, licorice, clove and grilled herb alongside firm but velvety tannins. Drink 2018–2024.",78.0,95,0,0.4731463900181115
49127,Nittardi 2012 Vigna Doghessa  (Chianti Classico),"You'll find aromas of ripe dark-skinned fruit, espresso, brown spice and sun-baked earth on this medium-bodied red. The palate delivers dried black cherry, blackberry licorice, coffee and ground black pepper set in a framework of packed, fine-grained tannins.",33.0,90,0,0.47291202933825405
110441,Nittardi 2012 Vigna Doghessa  (Chianti Classico),"You'll find aromas of ripe dark-skinned fruit, espresso, brown spice and sun-baked earth on this medium-bodied red. The palate delivers dried black cherry, blackberry licorice, coffee and ground black pepper set in a framework of packed, fine-grained tannins.",33.0,90,0,0.47291202933825405
34917,Azelia 2012 San Rocco  (Barolo),"Enticing aromas of blue flower, ripe berry, leather and a hint of baking spice meld together. The juicy, delicious palate offers ripe black cherry, crushed raspberry, clove and ground pepper. Firm, velvety tannins support the succulent fruit.",85.0,94,0,0.47287319778858006
39816,Livio Sassetti 2010 Pertimali Riserva  (Brunello di Montalcino),"Here's a soulful red with earthy aromas wet soil, underbrush, ripe, violet, berry, leather and a funky whiff of game. The palate presents juicy wild cherry, crushed black raspberry, white pepper, cinnamon and grilled herb alongside firm, refined tannins and bright acidity. A tobacco note closes the finish. It's already accessible but also shows staying power. Drink 2018–20230.",110.0,95,0,0.472811748164163
25145,Luigi Oddero & Figli 2009 Rocche Rivera  (Barolo),"Aromas of pressed rose, dried berry, leather, chopped herb, cinnamon and a balsamic note emerge in the glass. The subtle palate delivers dried black cherry, black raspberry, licorice and a hint of tobacco alongside firm, ripe tannins. Enjoy sooner rather than later to capture the remaining fruit richness.",102.0,90,0,0.4727638609686406
88820,Santa Sofia 2007 Gioè  (Amarone della Valpolicella Classico),"Aromas of baked plum, underbrush, grilled herb and mocha lead the nose on this dense, soft wine. The concentrated palate delivers blackberry, black cherry, vanilla, clove and black pepper notes alongside velvety tannins.",110.0,92,0,0.47273527338001775
6263,Monchiero Carbone 2012 Sire Nebbiolo (Langhe),"This bright, medium-bodied red opens with aromas of underbrush, rose, violet and ripe berry. The lively palate offers juicy dark cherry, black raspberry, orange peel and a hint of baking spice alongside fresh acidity and lithe tannins.",20.0,89,0,0.47257491391677264
85395,Luigi Baudana 2012 del Comune di Serralunga d'Alba  (Barolo),"This opens with aromas of underbrush, scorched soil, leather, iris and a balsamic note. The ripe, full-bodied palate offers juicy raspberry, licorice, mature black cherry and a hint of tobacco alongside firm, velvety tannins. Drink 2018–2027.",55.0,91,0,0.47240292434292197
111722,Corte Sant'Alda 2010  Amarone della Valpolicella,"Made following the principles of biodynamic viticulture and with natural yeasts, this offers aromas of turned soil, blue flower, leather and crushed black cherry. The savory, smooth palate delivers layers of black plum, blackberry, clove, cinnamon and black pepper alongside firm tannins and fresh acidity. It has impressive depth and the long finish closes on a licorice note. Drink 2016–2025.",130.0,94,0,0.4721461685079212
54187,PoderNuovo a Palazzone 2012 Therra Red (Toscana),"Made of 48% Sangiovese, 35% Montepulciano, 10% Merlot and 7% Cabernet Sauvignon, this has black-skinned fruit and baking spice aromas. The firm palate delivers black cherry, black currant and tobacco notes in a frame of fine-grained tannins. Drink through 2020.",20.0,89,0,0.471906015932472
64346,PoderNuovo a Palazzone 2012 Therra Red (Toscana),"Made of 48% Sangiovese, 35% Montepulciano, 10% Merlot and 7% Cabernet Sauvignon, this has black-skinned fruit and baking spice aromas. The firm palate delivers black cherry, black currant and tobacco notes in a frame of fine-grained tannins. Drink through 2020.",20.0,89,0,0.471906015932472
77589,Centovigne 2015 Rosso della Motta Red,"Young, juicy and enjoyable, this round fruity red opens with aromas of wild berry, violet and a whiff of white pepper. With 80% Nebbiolo and the remainder being Vespolina, Croatina and Uva Rara, the savory easy-drinking palate doles out mouthfuls of ripe black cherry and crushed raspberry accented with hints of clove. Supple tannins give it a smooth texture. Enjoy soon.",16.0,89,0,0.47190419518720145
107237,Sesti 2012  Rosso di Montalcino,"Wild berry, mature black plum and orange zest aromas lead the nose on this brawny wine. The palate delivers black cherry, mushroom, black pepper, tobacco and licorice alongside big but rounded tannins. It's not an ager so enjoy soon.",39.0,88,0,0.4713047537338738
67044,Lamole di Lamole 2010 Blu Label  (Chianti Classico),"Blue flower, moist soil, black berries and leather lead the nose on this vibrant blend of 80% Sangiovese, 10% Cabernet Sauvignon and 10% Merlot. The savory palate doles out black cherry, red currants, white pepper, clove and a hint of mocha alongside velvety tannins and fresh acidity.",19.0,90,0,0.471139474488369
103166,I Sodi 2013 Riserva  (Chianti Classico),"Made with 95% Sangiovese and 5% Canaiolo, this brawny red opens with aromas of black-skinned fruit, violet and baking spice. The robust but polished palate doles out juicy red cherry, plum, cinnamon, mocha and vanilla while fine-grained tannins provide the framework. Drink through 2023.",40.0,91,0,0.4710292570948938
82009,Fattoria Le Pupille 2012 Poggio Valente Riserva  (Morellino di Scansano),"This opens with aromas of black-skinned berry, blue flower, French oak and a balsamic whiff of menthol. The smooth, refined palate offers dried black cherry, dark spice and chopped herb alongside supple tannins.",45.0,90,0,0.47100069758413293
43238,Giovanni Rosso 2011 Cerretta  (Barolo),"You'll discover alluring aromas of baked earth, black and red berry, sweet baking spice, crushed flower, vineyard dust and a whiff of leather on this impressive wine. The delicious, powerful palate boasts juicy red cherry, black raspberry, cinnamon, anise and tobacco while firm, fine-grained tannins provide support and lend finesse.",95.0,95,0,0.4702870956372168
28245,Fattoria Tregole 2011  Chianti Classico,"Here's a young Sangiovese with aromas of black fruit, espresso, leather and black pepper. The palate is straightforward and fresh, boasting ripe black cherry accented with white pepper and clove alongside bracing tannins.",20.0,89,0,0.4702154271629122
11869,Castello Vicchiomaggio 2012 Agostino Petri Riserva  (Chianti Classico),"A blend of Sangiovese topped up with Merlot and Cabernet Sauvignon, this opens with aromas of ripe plum, baked earth, pressed blue flower and brown spice. The firm palate delivers dried black cherry, mocha, anise and tobacco alongside fine-grained tannins.",20.0,90,0,0.47016229149792244
92972,Cantina Produttori San Michele Appiano 2013 Pinot Nero (Alto Adige),"Aromas of dark-skinned berry, violet and baking spice lead the way on this. The bright medium-bodied palate offers raspberry, red cherry and white pepper while firm fine-grained tannins provide support.",23.0,90,0,0.47011580757405047
86810,Casa Sola 2011 Riserva  (Chianti Classico),"This ripe, juicy red opens with aromas of mature berry, fragrant blue flower and a hint of dried herb. The easygoing palate doles out fleshy black cherry, crushed raspberry and star anise alongside round tannins. It's already reached its peak drinking window so enjoy soon.",29.0,87,0,0.47008968123620204
37354,Firriato 2012 Santagostino Baglio Sorìa Red (Terre Siciliane),"Made with 50% Nero d'Avola and 50% Syrah, this presents aromas of dark berry, allspice and Mediterranean herb. The firm palate offers dried black cherry, black pepper and clove alongside fine-grained tannins.",22.0,89,0,0.4700682364963346
50237,Villa Calcinaia 2011 Piegaia Riserva  (Chianti Classico),"Black plum, dark kitchen spice, leather and pressed violet aromas lead the nose on this round, savory wine. On the velvety palate, firm, polished tannins frame mature black cherry, licorice and a hint of chewing tobacco. Drink through 2018.",25.0,90,0,0.47003980422820263
96964,Tenuta di Lilliano 2011 Gran Selezione  (Chianti Classico),"Ripe and velvety, this opens with classic varietal scents of crushed violet, black-skinned berry, baking spice and a whiff of leather. The juicy, delicious palate doles out fleshy wild cherry, black raspberry, cinnamon and licorice while firm, refined tannins proved support. It's an impressive effort for this hot vintage.",40.0,92,0,0.4699034188088584
46660,Mesa 2013 Primo Scuro  (Cannonau di Sardegna),"Red and black berry, dark spice and Mediterranean herb aromas lead the nose on this straightforward, friendly wine. The juicy, savory palate offers crushed black cherry, black berry, dried herb and peppercorn alongside smooth, enveloping tannins.",17.0,88,0,0.4698372122663681
46426,Tenuta delle Terre Nere 2012 Santo Spirito Rosso  (Etna),"Aromas of blue flower, wild berry, a hint of leather and brimstone lead the nose on this full-bodied wine. The palate delivers black cherry, crushed raspberry, grilled herb, oak, mineral and a hint of vanilla alongside firm, polished tannins that need to unwind. Drink 2017–2022.",40.0,93,0,0.46953294029167497
63372,Tenuta delle Terre Nere 2012 Santo Spirito Rosso  (Etna),"Aromas of blue flower, wild berry, a hint of leather and brimstone lead the nose on this full-bodied wine. The palate delivers black cherry, crushed raspberry, grilled herb, oak, mineral and a hint of vanilla alongside firm, polished tannins that need to unwind. Drink 2017–2022.",40.0,93,0,0.46953294029167497
17104,Brunelli Martoccia 2015  Chianti,"The nose of this 80% Sangiovese, 10% Canaiolo and 10% Mammolo wine opens with black cherry and baking spice. The accessible palate delivers red plum fruit, clove spice and smooth tannins. Enjoy soon.",14.0,87,0,0.4694206462669872
34564,Colombera & Garella 2011  Bramaterra,"Here's a savory, focused red made with 80% Nebbiolo, 10% Croatina and 10% Vespolina that opens with aromas of dark berry, tilled soil and crushed aromatic herb. The delineated palate offers black cherry, ripe raspberry, white pepper, anise and sage alongside firm but polished tannins. It shows depth and breeding. Drink through 2025.",30.0,92,0,0.4693336977503141
79189,Colognole 2011  Chianti Rufina,"This opens with an attractive fragrance of ripe plum, violet, aromatic herb and baking spice. The straightforward palate offers dried black cherry, crushed raspberry, ground pepper and leather alongside polished tannins. Drink sooner rather than later to capture the remaining fruit freshness.",19.0,87,0,0.4690229407063791
107289,Colognole 2011  Chianti Rufina,"This opens with an attractive fragrance of ripe plum, violet, aromatic herb and baking spice. The straightforward palate offers dried black cherry, crushed raspberry, ground pepper and leather alongside polished tannins. Drink sooner rather than later to capture the remaining fruit freshness.",19.0,87,0,0.4690229407063791
92197,Mastroberardino 2012 Aglianico (Campania),"Blue flower, tilled soil and mature black berry aromas pour from the glass of this young Aglianico. The warm, forward palate doles out ripe black cherry, black pepper, espresso, licorice and toast alongside velvety tannins.",25.0,88,0,0.4685827171813111
76835,Colombo 2011 Apertura Maxima Pinot Nero (Piemonte),"Structured and refined, this opens with aromas of mature berry, a hint of leather, savory herb and cooking spice. The focused palate delivers black cherry, raspberry, black pepper and licorice alongside youthfully austere tannins. Give this time to wind down and develop complexity. Drink 2018–2024.",45.0,93,0,0.46845379294489
18631,Donnafugata 2009 Tancredi Red (Sicilia),"This red blend opens with aromas of mature black plums, vanilla, oak, underbrush and toast. The palate offers dried black cherry, prune, black pepper and espresso, alongside drying wood tannins.",45.0,89,0,0.4683693347640774
51436,Fattoria di Magliano 2012 Sinarra  (Maremma Toscana),"Aromas of dark berry, forest floor and Mediterranean spice lead the nose on this vibrant wine made with 100% Sangiovese. The palate offers crushed blackberry, ripe dark cherry, black pepper and savory herb, while firm but fine-grained tannins provide support.",28.0,90,0,0.46826100177249763
82425,Matané 2012 Matanè  (Primitivo di Manduria),"Tobacco, mature plum, espresso and toast aromas lead the nose. The round, full-bodied palate offers dried black cherry, mature blackberry, licorice, black pepper and toasted oak alongside velvety tannins.",20.0,89,0,0.4681471819837494
8673,Marchesi di Barolo 2008 Riserva  (Barolo),"Ripe berry, menthol, truffle, leather, cured meat and tobacco aromas come together in the glass. The palate offers mature black cherry, licorice, clove and black pepper alongside fine-grained tannins.",105.0,90,0,0.4681432904674347
88982,Abbadia Ardenga 2012 Vigna Piaggia  (Brunello di Montalcino),"Here's a delicious red that opens with appealing ripe plum, blue flower, tobacco and baking spice aromas. Velvety tannins and fresh acidity provide structure and balance, while while juicy black cherry, raspberry compote and licorice flavors envelope the palate. Drink 2019–2032.",65.0,95,0,0.4680607767935939
112818,Volpaia 2012 Riserva  (Chianti Classico),"Fragrant blue flower, plum, cake spice and a whiff of leather are some of the aromas you'll find on this stunning wine. Made with organically farmed Sangiovese, the juicy, delicious palate doles out ripe black cherry, fleshy blackberry, white pepper, licorice and grilled herb. It's open and well balanced, with firm, polished tannins. Drink through 2020.",32.0,93,0,0.46784990485417494
43106,Cantina del Pino 2011 Ovello  (Barbaresco),"Aromas of mature dark berry, leather, black spice and a whiff of tar come together on this full-bodied red. The juicy, robust palate offers mature black cherry, fleshy raspberry, dark spice and licorice alongside firm, fine-grained tannins. The ripe fruit easily supports the warmth of alcohol that fills in the finish. Drink through 2023.",66.0,92,0,0.4678259641841025
34915,Massolino 2012 Parussi  (Barolo),"From vineyard holdings in Castiglione Falletto, this opens with alluring scents of new leather, ripe berry, blue flower, cake spice and a balsamic note. The full-bodied palate doles out black raspberry, fleshy black cherry, clove and tobacco. Firm, ripe tannins provide support and an age-worthy structure. Drink 2022–2032.",96.0,94,0,0.46764225360829903
4371,Villa Mangiacane 2012 Riserva  (Chianti Classico),"A blend of 85% Sangiovese, 10% Canaiolo and 5% Colorino, this opens with aromas of ripe berry, grilled herb and toasted oak. The juicy, straightforward palate offers up dried black cherry, espresso and clove framed in polished tannins. Drink through 2018.",30.0,87,0,0.4675951370813465
5518,Paolo Manzone 2011 del Comune di Serralunga d'Alba  (Barolo),"Red berry, pressed rose and balsamic aromas lead the nose. The structured palate offers juicy black cherry, grilled herb, licorice, clove and a hint of mocha accompanied by firm, velvety tannins and fresh acidity.",60.0,92,0,0.46730684431152775
17369,Paolo Scavino 2012  Barbera d'Alba,"Firm and juicy, this opens with intense aromas of violet, ripe berry and baking spice. The vibrant, delicious palate doles out crushed black cherry, succulent raspberry and black pepper alongside bright acidity and smooth tannins. Enjoy it soon with everyday fare or for informal occasions.",20.0,89,0,0.4672970223238709
82428,Paolo Scavino 2012  Barbera d'Alba,"Firm and juicy, this opens with intense aromas of violet, ripe berry and baking spice. The vibrant, delicious palate doles out crushed black cherry, succulent raspberry and black pepper alongside bright acidity and smooth tannins. Enjoy it soon with everyday fare or for informal occasions.",20.0,89,0,0.4672970223238709
48630,Mastroberardino 2008 Radici Antonio Riserva  (Taurasi),"Named after the late Antonio Mastroberardino, this stunning wine opens with aromas of underbrush, dark cherry, tobacco, exotic spice and blue flower. The radiant palate seamlessly combines structure and finesse, delivering mature black cherry, juicy raspberry, white pepper, clove and licorice while bright acidity and firm, polished tannins provide balance. Hold for added complexity. Drink 2018–2033.",80.0,95,0,0.4672724056662419
24959,Monte Zovo 2012  Amarone della Valpolicella,"Bold and brawny, this opens with aromas of pressed violet, dried plum and a whiff of cake spice. The full-bodied palate doles out brandied black cherry, licorice, black pepper and nutmeg alongside tightly knit, fine-grained tannins.",55.0,91,0,0.46711230514584334
88217,Monte Zovo 2012  Amarone della Valpolicella,"Bold and brawny, this opens with aromas of pressed violet, dried plum and a whiff of cake spice. The full-bodied palate doles out brandied black cherry, licorice, black pepper and nutmeg alongside tightly knit, fine-grained tannins.",55.0,91,0,0.46711230514584334
75415,Zisola 2012 Doppiozeta Red (Sicilia),"Made with 80% Nero d'Avola and 20% Syrah, this opens with aromas of mature black-skinned fruit, toast, leather and Oriental spice. The firm palate offers ripe black cherry, raspberry jam, vanilla and oak-driven spice alongside fine-grained tannins.",58.0,89,0,0.46692196827815274
81011,Caldera 2012 Balmet  (Barbera d'Asti Superiore),"Aromas of mature plum, espresso, toast and Asian spice lead the nose while the dense palate delivers dried black cherry, red currant, licorice and ground pepper. Tangy acidity and close-grained tannins give it a mouth-puckering finish.",34.0,88,0,0.4668474527720939
32274,Avignonesi 2011  Vino Nobile di Montepulciano,"Aromas of underbrush, red berry, cooking spice and Mediterranean brush lead the nose on this structured, polished wine. The firm palate delivers wild cherry, tobacco, savory herb, white pepper and a balsamic note alongside supple tannins. Enjoy through 2018.",29.0,92,0,0.46659938520501903
61417,Sesta di Sopra 2012  Brunello di Montalcino,"Mature black-skinned fruit, menthol and dark spice aromas carry over to the savory, full-bodied palate, joining juicy black cherry, raspberry compote and dried herb flavors. Firm, fine-grained tannins and fresh acidity offer support and a seamless feel. Drink 2019–2027.",60.0,93,0,0.46648161209833927
34565,Damilano 2011 Lecinquevigne  (Barolo),"Aromas of ripe plum, dark berry, violet, baking spice, leather and tilled earth all come together in the glass. The juicy, structured palate doles out crushed black cherry, anise, ground pepper, tobacco and a hint of chopped herb. It boasts a great depth of flavors and fruit purity, while firm, velvety tannins give it an almost creamy mouthfeel. Drink 2018–2027.",48.0,92,0,0.4664593086984191
11964,Produttori del Barbaresco 2011 Muncagota Riserva  (Barbaresco),"Aromas of violet, forest floor, ripe berry and a whiff of new leather emerge on this structured red. The ripe, full-bodied palate delivers mouthfuls of juicy black cherry, crushed raspberry, licorice, menthol and white pepper set against a backbone of assertive but velvety-textured tannins. Drink through 2018– 2026.",58.0,92,0,0.46645780983313145
103771,Castelvecchi 2010 Madonnino della Pieve Gran Selezione  (Chianti Classico),"Ripe berry, blue flower, Mediterranean herb and a balsamic note led the nose. The savory palate offers juicy wild cherry, black raspberry, white pepper and anise alongside a backbone of fine-grained tannins and bright acidity. Drink through 2020.",80.0,91,0,0.46640828898429815
52005,Vignavecchia 2012 Riserva  (Chianti Classico),"Enticing scents of iris, violet, red berry, spice and a balsamic note mingle in the glass. The firm, juicy palate delivers crushed black cherry, white pepper, cinnamon, coffee and menthol alongside fine-grained tannins that give this an elegant texture. Drink through 2020.",48.0,92,0,0.46630360963128553
57288,Carpineto 2010 Riserva  (Vino Nobile di Montepulciano),"Aromas of dried black-skinned fruit, cedar, charred earth and ground pepper lead the nose. The palate offers dried black cherry, ripe blackberry, clove, allspice and tobacco alongside fine-grained tannins. Drink through 2018.",31.0,89,0,0.46608547669936407
72082,Planeta 2011 Maroccoli Syrah (Sicilia),"Firm and full bodied, this conveys aromas of mature, dark berry, allspice, coffee and Mediterranean herb. The rich palate offers a core of juicy black cherry, while notes of black pepper, cinnamon and clove provide backup. It's smooth and round with supple tannins.",42.0,90,0,0.46602755306890375
67084,Le Bocce 2010 Riserva  (Chianti Classico),"Aromas of sawdust, espresso and ripe dark-skinned fruit lead the nose. The plush palate offers dried black cherry, coffee, toast, licorice and black pepper alongside evolved tannins. Drink soon to capture the remaining fruit and freshness.",23.0,88,0,0.46557686977908264
