,title,description,price,points,lda_label,3
67051,San Simone 2007 Prestige Pinot Grigio (Friuli Grave),"Here is a light and easy Grigio with simple aromas of passion fruit and citrus that add bright freshness to the mouth. It is lean and watery in consistency, making for a good match to easy snacks or picnic foods.",18.0,85,3,0.952396197038595
34489,Juvé y Camps 2006 Brut Reserva Sparkling (Cava),"Snappy and a little green on the nose, with hints of juniper and green apple. The palate is perfectly good but nothing special, while the flavors of apple and citrus are punchy and pure. Frothy but controlled, with lots of flavor and forward kick. Apéritif city!",13.0,88,3,0.9523943391700059
65909,Bodegas Garci Grande 2013 Señorio de Garci Grande Verdejo (Rueda),"Grapefruit, passion fruit, cactus pad and stony aromas make for a textbook Verdejo bouquet. The palate on this fresh, crisp white is compact and clean. Flavors of nectarine and lime finish a touch salty yet refreshing.",14.0,89,3,0.9523902260854623
17829,Casas del Bosque 2012 Gran Reserva Estate Bottled Sauvignon Blanc (Casablanca Valley),"This relatively snappy SB reflects coastal Chile in a good, true way via minerally and citrusy aromas that include jalapeño notes. The palate is friendly but exact, with passion fruit, grapefruit and lime flavors. The minerally finish is sweeter and less acidic than in years past.",16.0,89,3,0.9523841344237124
25587,Camina 2016 Verdejo Verdejo (La Mancha),"Light, clean apple aromas lead to a basic palate with skin-driven texture. Airy green fruit and citrus peel flavors finish mild and fresh. At 11.5% abv, this is about as light as good wine gets.",9.0,85,3,0.9523625274681321
25313,Tegernseerhof 2008 Frauenweingarten Grüner Veltliner (Wachau),"Light, fresh crisp wine, showing a lively series of green fruits, bright acidity and a texture of tight apple skins. A deliciously light, vivid wine. Screwcap.",16.0,88,3,0.9523624802063386
76494,Le Vieux Pin 2006 Vaïla Pinot Noir Rosé (Okanagan Valley),"This is just the second vintage for this winery, whose inviting labels look like handwritten notes. The rosé captures the bright color, fresh fruit and silky texture of its Pinot Noir grape; it's a perfect salmon or turkey wine, and one you could happily sip as an apéritif.",24.0,90,3,0.952361098340068
116186,Espuela del Gaucho 2011 Gaucho Spur Torrontés (Mendoza),"Typically fragrant, with floral aromas vying with mildly green notes of lime and lychee. Feels tangy and downright citric, with lemon, orange, lime and green apple flavors. Cleansing and acidic on the finish, with lemony snap.",13.0,84,3,0.9523521286425017
91201,Montes 2011 Classic Series Sauvignon Blanc (Casablanca Valley),"Varietally and regionally correct, with green, grassy, punchy aromas of citrus, white pepper and jalapeño. This is prickly in the mouth, with lively acidity and flavors of lime, scallion, green apple and bell pepper. It finishes with cut and juicy acids.",12.0,87,3,0.9523479571690603
37045,Aveleda 2015 Aveleda White (Vinho Verde),"Lightly prickly on the tongue, this is a refreshing, almost dry wine. It is bright, lively and fruity with citrus and crisp apple flavors. The wine is light and bright with plenty of acidity at the end.",9.0,86,3,0.9523476690725123
37802,Aveleda 2015 Aveleda White (Vinho Verde),"Lightly prickly on the tongue, this is a refreshing, almost dry wine. It is bright, lively and fruity with citrus and crisp apple flavors. The wine is light and bright with plenty of acidity at the end.",9.0,86,3,0.9523476690725123
109003,Concha y Toro 2012 Marques de Casa Concha Sauvignon Blanc (Leyda Valley),"Light, classic aromas of gooseberry, lime and nettle are good indicators of what's to follow. That would be a high-acid, racy, seemingly early picked wine with flavors of lemon, Granny Smith apple and gooseberry. A lasting, tangy, acidic finish is crackling as a lightning bolt.",23.0,87,3,0.9523400797623395
42491,Château Roques Mauriac 2016  Bordeaux Blanc,"This lively, citrus-driven wine has tight acidity over bright grapefruit and lime, giving refreshing crispness. Immediately attractive, it offers an aftertaste that shines with lemon juice.",15.0,88,3,0.9523368678730141
103934,Château Roques Mauriac 2016  Bordeaux Blanc,"This lively, citrus-driven wine has tight acidity over bright grapefruit and lime, giving refreshing crispness. Immediately attractive, it offers an aftertaste that shines with lemon juice.",15.0,88,3,0.9523368678730141
107790,Los Molles 2010 Reserva Sauvignon Blanc (Limarí Valley),"Green and focused on the nose, with a hint of fresh bell pepper. The palate is light and chiseled, with crisp flavors of white grapefruit, lime and passion fruit. Finishes elegant and fresh. An ideal quaffer to go with salads and shellfish.",14.0,89,3,0.9523325838529284
59599,MontGras 2013 Reserva Sauvignon Blanc (Leyda Valley),"Crisp aromas of zesty citrus fold in touches of brine and bitterness. Fresh and peppery on the palate, it has pyrazinic flavors of bell pepper, arugula and passion fruit. A juicy, briny, mildly bitter finish is typical for Leyda SB.",12.0,86,3,0.9523230275629311
79839,Ermita Veracruz 2008 Verdejo (Rueda),"Crisp on the bouquet, with green apple and controlled fresh celery aromas. The palate is also fresh, with basic roundness, bounce and natural flavors of apple cider, citrus and lime. Finishes with a slice of white grapefruit and a tiny spot of pith. Drink immediately.",18.0,88,3,0.9523186300666872
108274,Angeline 2016 Rosé (California),"Crisp and dry, this bright pink wine is classically styled, showing apple skin aromas and lively grapefruit flavors. Made from Pinot Noir, it's light and appetizing and has a solid, mildly grippy mouthfeel.",13.0,88,3,0.9523117730941864
45139,Peza do Rei 2014 White (Ribeira Sacra),"Basic citrus aromas lean towards grapefruit. This blend of 70% Godello with Treixadura and Albariño feels fresh and snappy, with bracing acidity. Briny flavors of white grapefruit and tangerine finish fresh and cleansing. Drink immediately.",14.0,86,3,0.952307105506603
49476,Miguel Torres 2014 Santa Digna Sauvignon Blanc (Central Valley),"Fresh bell pepper and passion fruit aromas are a bit underripe in character. The palate feels juicy and bright, with zesty acidity. Nectarine and green-herb flavors hint at vegetal undertones, while the finish is short but fresh. Drink now.",12.0,86,3,0.9523008869512585
50978,Zarate 2015 Albariño (Rías Baixas),"Abnormally high pyrazines give this a sharp, oily nose. This feels and tastes much like it smells; the mouth is sharp and angular, while sour grapefruit flavors and oily bitterness on the finish suggest green Sauvignon Blanc.",30.0,82,3,0.9522908688662527
54321,Marqués de la Concordia 2013 Selección Especial Brut Rosé Sparkling (Cava),"Citrus peel and mineral aromas set up a zesty palate that doesn't show a lot of weight or body. Mild citrus and apple flavors are maintained on a basic finish. This is fresh, clean and easygoing.",11.0,86,3,0.9522903721882877
46592,Root:1 2014 Sauvignon Blanc (Casablanca Valley),"Aromas of celery, arugula, snap pea, dusty apple and citrus announce a clean palate with scouring acidity. Lemon-lime and grapefruit flavors are typical of Casablanca SB, while a fresh, citrusy finish brings a green-herb element into play.",12.0,86,3,0.9522901194036235
80175,Root:1 2014 Sauvignon Blanc (Casablanca Valley),"Aromas of celery, arugula, snap pea, dusty apple and citrus announce a clean palate with scouring acidity. Lemon-lime and grapefruit flavors are typical of Casablanca SB, while a fresh, citrusy finish brings a green-herb element into play.",12.0,86,3,0.9522901194036235
88098,Schug 2010 Pinot Noir (Sonoma Coast),"A thin, country-style Pinot Noir, light in color and body and tart in acidity. The flavors are very dry, suggesting cranberry, cola and sour cherry candy.",24.0,85,3,0.9522897351920794
97267,G7 2015 The 7th Generation Estate Bottled Sauvignon Blanc (Central Valley),"Aromas of papaya and melon are hit with a slight sulfuric note. This feels plump, with mild citric acidity. Flavors of grapefruit, lime and grass are green and bright, but turn pithy on the finish.",8.0,84,3,0.9522771040882614
77514,Môreson 2001 Sauvignon Blanc (Franschhoek),"This is a grassy, lean bottling with a bit too much asparagus and vegetal notes on both the nose and palate. The flavor profile features some grapefruit and green apple, but the fruit is rather dilute and distant. Beyond that, the finish is dry, almost like drinking club soda.",16.0,85,3,0.9522718138357088
92718,Falkenstein 2013 Val Venosta Sauvignon (Alto Adige),"Cut grass, tomato vine and gooseberry aromas almost jump out of the glass. The tangy, racy palate offers grapefruit, papaya, a light kiwi note and a hint of mineral alongside brisk acidity.",26.0,88,3,0.952267681104458
19434,Bodegas Campante 2007 Versatus White (Ribeiro),"A little strange and unusual on the nose, with a mix of grass, citrus and corn-like aromas. The palate is wayward and slightly citrusy, with a hint of grapefruit and also some vegetal flavors. Pretty good mouthfeel and acidity keep it afloat, but overall it's not going to win over too many fans.",10.0,82,3,0.9522662127229816
100684,Siltstone 2014 Blacktail Vineyard Pinot Gris (Oregon),"Showing a slightly coppery blush hue, this softly aromatic wine has a pleasing muskiness. It's high acid, slightly spritzy, clean and fresh. Though perfectly quaffable, it's not a typical Oregon Pinot Gris.",15.0,88,3,0.9522581950631704
85738,Abacela 2014 Grenache Rosé (Umpqua Valley),"This is 100% varietal, quite pretty in shades of pale pink, and perfectly dry without turning sour. Flavors of watermelon, pink grapefruit, rosewater and Jonathan apples all come into play. Drink it while the wine retains its youthful freshness.",18.0,89,3,0.9522469354114681
92561,Robert Oatley 2010 Pinot Grigio (Adelaide Hills),"This Pinot Grigio is faintly coppery in color (trendy in some circles), with slightly floral and citrus overtones. It's modest in alcohol, but reasonably plump on the midpalate, delivering melon and apple-skin flavors before finishing crisp and refreshing. Drink now.",17.0,87,3,0.9522263090917102
100719,Cuatro Rayas 2009 Viñedos Centenarios Verdejo (Rueda),"Pungent, grassy and ultrafresh, with citric aromas and textbook scents of wild grass, nettles and passionfruit. The palate is similar, with passionfruit, green melon and citrus front and center. The feel is wet and flashy, and overall this is a very nice wine to match with salads, fish and the like.",18.0,89,3,0.9522261477772934
54826,Tenuta di Burchino 2008 Il Burchino White (Toscana),"This fresh blend of Trebbiano and Vermentino from the hills outside Pisa offers pretty aromas of green fruit, kiwi, melon, cut grass and passion fruit. This is a crisp and fresh with a sharp, determined close.",14.0,87,3,0.9522216806283171
48123,Draxton 2016 Pinot Meunier Rosé (Napa Valley),"Not something easily found, this pink-orange wine is made from an unusual variety in its red form, let alone as a crisp, tart companion to picnic fare. Orange peel and strawberry are the highlights in this easygoing, lovable quaff.",18.0,90,3,0.9522216142290998
15682,Daniel Belda 2014 Verdil (Valencia),"Powdery melon aromas are soft and easy. This is varietal Verdil, a white grape indigenous to the Valencia region, and it's standard in weight and acidity. Mild orange, melon and yeast flavors finish short as a whistle burst.",18.0,86,3,0.9522211551336639
108541,One Hope 2011 Pinot For Paws Pinot Noir (Napa Valley),"With a pale color and a light, silky mouthfeel, this Pinot feels fine in the mouth. The flavors are pretty simple, suggesting sour raspberry and cherry candies. More proof that, with Pinot Noir, you get what you pay for.",14.0,83,3,0.9522073314400328
90314,Chateau Ste. Michelle 2010 Sauvignon Blanc (Columbia Valley (WA)),"Almost indistinguishable from its companion Horse Heaven Vineyard bottling, the Columbia Valley Sauvignon Blanc also clocks in at a modest 12.5% alcohol. It offers light, succinct, pure varietal flavors, on the cool side with green apple, peavine, and a bracing minerality.",13.0,88,3,0.9521984836432102
9303,Graf Hardegg 2015 Veltlinsky Grüner Veltliner (Niederösterreich),"The slightest hint of lemon zest on the nose leads into the light, crisp, dry palate. If it weren't for the friendly lemon notes, this would almost be neutral, but also clean. Slight spritz makes this slimline wine very easy to enjoy. Drink soon.",15.0,87,3,0.9521966784998536
53022,Graf Hardegg 2015 Veltlinsky Grüner Veltliner (Niederösterreich),"The slightest hint of lemon zest on the nose leads into the light, crisp, dry palate. If it weren't for the friendly lemon notes, this would almost be neutral, but also clean. Slight spritz makes this slimline wine very easy to enjoy. Drink soon.",15.0,87,3,0.9521966784998536
6343,Giant Steps 2006 Sexton Vineyard Pinot Noir (Yarra Valley),"Aromas of sour cherry and cooked strawberries lead the way in this tart, herbal Pinot Noir. It's lean and crisp, failing to deliver much in the way of pleasure, although there's nothing technically wrong with it.",30.0,82,3,0.9521953016817307
38380,Schloss Gobelsburg 2007 Domäne Gobelsburg Grüner Veltliner Grüner Veltliner (Kamptal),"This is one of the everyday drinking range from Schloss Gobelsburg. It has freshness, light green and white fruits and an exuberant burst of acidity. It is cool, green and a great apéritif style. Screwcap.",12.0,87,3,0.9521942479296143
8200,Arauco 2011 Reserva Pinot Grigio (Central Valley),"Minerally and neutral on the nose, this tastes fresh and crisp like a green apple, with dry flavors of white fruit and bitter almond. It retains that almond character on the finish, which turns even drier and more bitter.",14.0,83,3,0.952179370953346
24966,Lucky Frog 2015 Sauvignon Blanc (Mendoza),"Floral white-fruit aromas are yeasty and lack intensity. This feels mildly citric, with basic lime and green-apple flavors. A tangy easy simple finish sends this quaffable SB on its way.",10.0,86,3,0.952173941417868
114100,Tolosa 2014 Estate Rosé of Pinot Noir (Edna Valley),"A very pretty shade of pink, this wine offers strawberry blossoms and light cotton-candy elements on the nose. There's a strong zing of acidity at first, and then the wine clings to a steely sensibility, showing just brief glimmers of strawberry fruit and lime juice.",24.0,87,3,0.9521658296676011
46263,Hermann Moser 2015 Rosi Mosi Zweigelt (Niederösterreich),"The gentle mix of red apple and strawberry play aromatically around nose and palate. There is ample fruit and ample citrus freshness. The palate is light, dry but focused and very refreshing.",17.0,89,3,0.9521641863093672
70734,Apaltagua 2014 Carmenere Rosé (Central Valley),"Almost neutral aromas of cantaloupe and nectarine are dusty on the nose. This Carmenère-based dry rosé is citric, juicy and tight on the palate, with grapefruit and other citrus flavors adding life. Orange and citrus pith notes control the finish.",13.0,86,3,0.9521558934434005
39632,Domaine de Villalin 2014  Quincy,"This aromatic, herbal wine is crisp and lively, with bright acidity and green fruits. Citrus and gooseberry flavors bring out an even fresher side. It finishes light and fruity. Drink now.",18.0,87,3,0.9521525408166768
15387,El Hada 2011 Verdejo-Viura (Rueda),"Apple and mineral aromas are solid and fresh but don't deliver much kick. This feels lively, with a mix of citrus flavors that are enhanced by grass and a pithy finish. It ends on a green note, with a hint of scallion and a cut of acidity.",12.0,86,3,0.9521392676823267
20567,J Bell Cellars 2010 Cabernet Frank Cabernet Franc (Yakima Valley),"Pure, sappy wine juice is the impression this wine leaves. Although it's a 2010, it is so fresh and tangy it might have come straight from the tank. Pomegranate and raspberry are the fruit highlights, with hints of pepper and herb.",30.0,88,3,0.9521384918819222
108581,The Dot 2016 Austrian Pepper Grüner Veltliner (Niederösterreich),"A salty hint of yeast and fresh, green apple and pear appear on the nose. The slender palate is enlivened by lemon brightness and slight spritz. Cheeky green fruit and white pepper tingle everywhere, making for an easy but refreshing drink.",13.0,90,3,0.9521276046673689
42489,Château Mission Saint Vincent 2016  Bordeaux Blanc,"This crisp, clean wine has both fruit and acidity in just the right proportions. With lively acidity and hint of herbal and citrus flavors, it is a fine apéritif style. The aftertaste continues this bright and lively character.",15.0,88,3,0.9521273524048929
103932,Château Mission Saint Vincent 2016  Bordeaux Blanc,"This crisp, clean wine has both fruit and acidity in just the right proportions. With lively acidity and hint of herbal and citrus flavors, it is a fine apéritif style. The aftertaste continues this bright and lively character.",15.0,88,3,0.9521273524048929
105521,Domaine Dyckerhoff 2013 Sauvignon Blanc (Reuilly),"Fruity and fresh, this is Sauvignon Blanc at its most attractive. It shows a touch of minerality, but the citrus and crisp apple flavors dominate. With its light touch, it will make a fine apéritif wine.",20.0,86,3,0.9521233306259311
57190,Cheval Quancard 2011 Domaine de Lamothe Colombard-Sauvignon Blanc (Côtes de Gascogne),"Fragrant, fresh and fruity, this light and bright wine offers an herbal character to go with its citrus and green apple fruits. It is lively and crisp—a fine apéritif. Screwcap.",13.0,84,3,0.9521227787137825
23861,Eschenhof Holzer 2014 Zweigelt (Wagram),"A pale red of exquisite slenderness and easy, totally charming red-cherry fruit. Use this almost as you would a rosé and chill it a little: the result will be the most charming, easy, cherry-ish and refreshing red ever. Drink soon.",10.0,88,3,0.9521127372399097
8318,Santa Ema 2015 Select Terroir Sauvignon Blanc (Maipo Valley),"Aromas of lime and tropical fruits are clean and lean. This is lifted by citric acidity and spritz, while flavors of lime, green herbs and bell pepper are authentic. Beyond that, there's not much to this besides overriding freshness.",9.0,86,3,0.9521051477231713
13336,Jean-Luc and Paul Aegerter 2016 Les Jolies Flles Rosé (Côtes de Provence),"This is a pale-colored wine—lightly fruity and with a crisp clean texture. It is balanced with acidity and orange-zest flavor, giving the wine a refreshing lift at the end. This is an apéritif style, ready to drink now.",13.0,86,3,0.952092521980616
40970,Jean-Luc and Paul Aegerter 2016 Les Jolies Flles Rosé (Côtes de Provence),"This is a pale-colored wine—lightly fruity and with a crisp clean texture. It is balanced with acidity and orange-zest flavor, giving the wine a refreshing lift at the end. This is an apéritif style, ready to drink now.",13.0,86,3,0.952092521980616
83156,Domäne Wachau 2013 Terrassen Gelber Muskateller (Wachau),"Scented white Muscat grapes are undeniably present, but come to the fore in an elegant, subdued way. They play on a slender, citrus-focused and pleasantly light body, like a fragrant veil of silk.",19.0,90,3,0.9520913543146582
115794,Viña Casablanca 2014 Nimbus Single Vineyard Sauvignon Blanc (Casablanca Valley),"Initially this is minerally on the nose but not overly fruity, with notes of grass and green bean. The palate is fairly crisp despite being round and mouthfilling. Flavors of papaya, grapefruit and green banana finish with controlled pithy bitterness.",15.0,87,3,0.9520906636471829
79055,Ophalum 2015 Albariño (Rías Baixas),"Correct aromas of tropical fruits are slightly briny. This feels focused and citrusy, with good body and a few curves. Orange and grapefruit flavors, the skins and peel included, finish with a juicy, bright citric character.",15.0,89,3,0.9520804620278295
30664,Palo Alto 2013 Reserva Sauvignon Blanc (Maule Valley),"Every vintage this wine pulls the same score, so there's something to be said about consistency. This bottling is neutral on the nose, with hints of dust and melon. The palate is clean and citrusy in feel, with melon and green herb notes. An easy finish seems right given the precedings.",12.0,86,3,0.9520800075249916
64692,Palo Alto 2013 Reserva Sauvignon Blanc (Maule Valley),"Every vintage this wine pulls the same score, so there's something to be said about consistency. This bottling is neutral on the nose, with hints of dust and melon. The palate is clean and citrusy in feel, with melon and green herb notes. An easy finish seems right given the precedings.",12.0,86,3,0.9520800075249916
104108,Lockwood 2013 San Lucas Unoaked Pure Chardonnay (San Lucas),"Slightly sour elements of lemon and lime meet with a riper nectarine tone on the nose of this wine. There is good citrus-driven acidity on the palate with limeade flavors, though it trends a bit sour and wipes up with not much finish.",15.0,85,3,0.9520719847551207
83104,Domaine du Petit Clocher 2015  Rosé d'Anjou,"Pale in color, this is a drier than usual Rosé d'Anjou. It is fresh, soft with attractive wild strawberry fruits and a touch of orange peel. The wine has a tangy texture that makes it extra refreshing. Drink now.",11.0,87,3,0.9520699440305687
111702,J. Lohr 2014 Flume Crossing Sauvignon Blanc (Arroyo Seco),"For those who want classically grassy and energetic Sauv Blanc flavors, this widely available bottling is perfect. Aromas of both boisterously tropical fruit and funky cut grass lead into a zingy palate of white pepper, bell pepper, cement and lime.",14.0,89,3,0.9520691851621362
45785,De Martino 2015 Estate Made With Organic Grapes Sauvignon Blanc (Maipo Valley),"Mild apple and citrus aromas are simple and clean. A light, tangy palate with virtually no weight tastes of pithy citrus fruits and tropical papaya. Light on the finish, this fades away quietly.",15.0,87,3,0.9520673697744919
68593,Zuccardi 2013 Serie A Torrontés (Salta),"Crisp, minerally aromas suggest citrus pith and saltiness. This feels bright and zesty as it dances on the palate. Flavors of tropical fruits, lychee and melon are generic and turn slightly bitter on the finish.",15.0,85,3,0.9520660895301201
94725,Apaltagua 2012 Estate Grown Rosé Carmenère (Central Valley),"Briny citrus and sulfuric match-stick aromas lead to an edgy but fresh palate. Flavors of dry citrus and generic tropical fruits finish with citric acidity and monotone juiciness. Overall, this is a tart, fresh cleanser.",12.0,83,3,0.9520658988603002
23043,Santa Rita 2006 Floresta Sauvignon Blanc (Leyda Valley),"This is the first Sauvignon Blanc Santa Rita has done under its higher-end Floresta label. This has its share of qualities, namely lemon-lime and grapefruit aromas, body weight that separates it from the simple-but-zesty category, and depth of fruit. Drink as soon as possible.",23.0,88,3,0.9520641725170977
71117,Steininger 2011 Sekt Sauvignon Blanc (Österreichischer Sekt),"One of the range of single variety sparkling wines from Steininger, this Sauvignon Blanc shows all the herbaceous character of the grape. It is tangy with a strong zestiness, gooseberry fruit and a tight lemon aftertaste.",32.0,89,3,0.9520640321249318
108862,Tuxedo Cellars 2013 Fleur de Xel Viognier (Paso Robles),"This is a mineral-driven take on the grape by Westside Paso vintner Michael Gill, with sharp wet stone and grapefruit peel aromas. The palate is tightly wound and very fresh, with flavors of lime juice and lemon zest.",24.0,90,3,0.9520634140068064
66841,Calvet 2011 Limited Release  (Bordeaux Blanc),"Just what the label says, this is fresh, fruity, simple and attractive Sauvignon Blanc. Lemon, crisp apple peel and fragrant acidity all meld easily together. Screwcap.",11.0,84,3,0.9520633169945701
92325,Pratsch 2016 Rosé (Niederösterreich),"This wine opens with red apple peel and citrus aromas that also play on the fresh, light and zippy palate, made livelier by slight spritz. It's dry, refreshing and light, with lots of red apple fruit.",13.0,89,3,0.9520614103096333
66763,As Laxas 2013 Albariño (Rías Baixas),"Stony aromas of green melon and apple are mellow and classy. This is fresh on the palate, with a burst of acidity to brighten things up. Flavors of citrus fruits, green apple, nectarine and stony minerality finish similarly.",22.0,90,3,0.9520608561262313
5855,Lost Angel 2011 Pinot Noir (California),"There's a raw cut of acidity that gives this simple wine a sour taste. On the plus side, it's nice and dry, with some cherry fruit. For the price, it's a helpful introduction to the charms of Pinot Noir.",10.0,83,3,0.9520517839735574
5041,Root:1 2011 Sauvignon Blanc (Casablanca Valley),"Minerality and passion fruit aromas control the bouquet. The palate is fresh and zesty, with grapefruit, lime and green apple flavors. Holds its form and tightness on the finish, staying juicy and fresh from front to back.",12.0,88,3,0.9520419791473608
11285,R&A; Pfaffl 2008 Haidviertel Grüner Veltliner (Weinviertel),"Fine green fruit gives great freshness in this crisp, citrus and apple flavored wine, lightly softened with melon. Pure, clean, a lively, bright wine.",23.0,88,3,0.9520372158639013
26751,Finca la Celia 2016 Reserva Pinot Grigio (Uco Valley),"Melon and citrus aromas are clean and easy, not pungent. This feels good, with limited but solid white-grapefruit and orange flavors. A dry juicy finish tastes mildly bitter but isn't too severe.",10.0,86,3,0.9520315829961056
5887,Millaman 2014 Estate Reserve Sauvignon Blanc (Curicó Valley),"Bell pepper and citrus aromas are limited in scope. The palate feels acidic, with quick-hitting flavors of green herbs, bell pepper and tropical fruits. Pyrazine-based flavors of bell pepper and bitter herbs push the finish.",10.0,85,3,0.9520185869063004
115706,Domaine Fritz Schmitt 2015 Affenberg Gewurztraminer (Alsace),"The slightest hint of passion fruit highlights the rose-petal notes on the nose. The palate is fresh and friendly, poised with fruit and blossom and defined by a clean streak of lemon freshness that makes it both appetizing and moreish.",26.0,88,3,0.952016216810289
65140,Treos 2012 Stolen Kisses White (Willamette Valley),"Two bottles were tasted; the first sour and disjointed, the second, considerably better, with tart lemon and green apple fruit and some pretty orange-peel highlights. It's finished with a screwcap so a bad cork is not an issue, but watch out for bottle variation.",21.0,86,3,0.9520141788675839
17042,Tercos 2009 Torrontés (Mendoza),"Simple aromas of lemon and lychee are just fresh enough, while the palate offers good feel and pithy, somewhat bland flavors of the same fruits that appear on the bouquet. The finish is lemony, and overall this is a good, basic Torrontés to drink as soon as you can.",12.0,84,3,0.9520125666238755
29681,WillaKenzie Estate 2013 Pinot Blanc,"The vintage conditions led to a sharply delineated, acid-driven Pinot Blanc in 2013. Tart with lip-smacking flavors of gooseberry, lime and celery, it also features grace notes of fresh herb. The strong focus and tight persistence make this one to enjoy over through 2020.",21.0,90,3,0.9520024244592858
11766,Undurraga 2013 Aliwen Reserva Sauvignon Blanc (Curicó Valley),"On the nose, this everyday SB delivers pungency and citrusy green-fruit scents. The mouthfeel is racy, while flavors of lime, passion fruit and grapefruit finish zesty and with green, herbal notes of thyme and oregano.",13.0,87,3,0.9519875457191577
87773,Mitolo 2016 Jester Vermentino (McLaren Vale),"Picked on the early side, this is a lean, tight expression of what can be a plump endearing variety. Melon and fresh herbs turn grapefruit as the wine progresses across the palate, finishing tart and crisp. Drink now.",16.0,86,3,0.9519825969665662
55376,Vin du Lac 2008 LEHM Dry Riesling (Chelan County),"This is very dry, tart, tangy, and lemony, with much of the flavor from skin phenolics and moderate fruit depth. It tastes of lemon rind and grapefruit rind, and shows plenty of acid.",25.0,86,3,0.9519791702467959
70265,Colomé 2012 Torrontés (Calchaquí Valley),"Colomé regularly makes one of Argentina's best Torrontés. This vintage is fresh on the nose, with tropical leanings and lychee aromas. The palate offers pointed acidity and lively flavors of passion fruit, lychee and citrus. This finishes crisp and juicy, but not sizzling or sharp.",15.0,89,3,0.9519667858332135
6330,Egeo 2014 Verdejo (Rueda),"Offering a flat opening with no kick, it is akin to sniffing apple juice. This is plump and wan in feel, with melon and banana flavors, while a soft, no-edge finish doesn't leave much of a lasting impression.",13.0,84,3,0.9519607861680766
40783,Gaba do Xil 2008 Godello (Valdeorras),"While I prefer the 2009 for its clarity and freshness, this '08 is no slouching tiger. The nose delivers still-fresh apple and mineral aromas, while the flavor profile leans toward gooseberry, lemon and green melon. Shows some pithy bitterness on the finish, so drink right away or seek out the '09.",19.0,88,3,0.9519452964213166
70386,Nebla 2016 Verdejo (Rueda),"Dusty, yeasty, waxy apple aromas open this Verdejo, which feels wet and juicy, with scouring acidity. Lemony flavors include a note of orange peel, and the wine finishes tangy and tart.",16.0,87,3,0.9519163121296589
18438,Finca El Origen 2015 Estate Chardonnay (Mendoza),"Clean, fresh, stony aromas are basic but good. A round palate benefits from citric kick, while this tastes of mixed tropical fruits backed by skins-based bitterness.",10.0,87,3,0.9519010389678452
69824,Domaine Bott-Geyl 2014 Points Cardinaux Métiss White (Alsace),"Soft ctirus notes appear first. The palate follows with gentle but focused mandarin peel and a bright, luminous core of citrus freshness and weightlessness. Nonetheless, this wine offers a depth of citrus fruit with clear focus and precision. This is lovely, pure and lasting.",16.0,91,3,0.951889505944651
24703,Carlos Serres 2008 Old Vines  (Rioja),"Rooty and mildly sweet on the nose, then tight and zesty in the mouth, with crisp red-fruit flavors and citrusy snap. Feels entirely lean and crisp, even a bit tangy. But sometimes fresh, basic Rioja has its place.",11.0,86,3,0.9518886628756037
1475,Saget la Perrière 2016 La Petite Perrière Pinot Noir (Vin de France),"This light, cool-climate Pinot Noir is crisp with red currant fruit and herbal-tinged acidity. It has a zesty character that keeps it lively and tight. Drink now.",12.0,85,3,0.9518817891994548
77314,Campolargo 2011 Bruto Rosé Pinot Noir (Bairrada),"This is a really refreshing, crisp and fruity wine. It achieves a good balance between acidity and lively red berries and lime juice. The wine dances brightly in the glass and would make a good apéritif.",28.0,88,3,0.9518755812198
7206,Obelisco Estate 2013 Riesling (Columbia Valley (WA)),"Sourced from the Dineen vineyard, this is unusually tart, almost sour, and feels thin on the palate. Some citrus flavors combine with a light touch of body powder, but overall it comes through as a very racy, light white wine.",22.0,86,3,0.9518736614896636
45918,una.wine 2016 Rosé (Burgenland),A slightly volatile nose hints at ripeness but does not suggest much fruit. The off-dry palate rounds out flavors and adds a hint of strawberry to a tart lemon core. The body is light and slightly diffuse. Drink soon.,10.0,86,3,0.9518735812860526
20310,Grgich Hills 2000 Private Reserve Style Fumé Blanc (Napa Valley),"Hardly run of the mill, this offering is just too much like fruit juice and not enough like white wine. Basic lemon and grapefruit flavors are offset by some herbaceous grassiness, and the finish is tart, almost sour. The balance isn't really there.",18.0,83,3,0.9518697455122566
24543,Bründlmayer 2016 L&T Grüner Veltliner (Niederösterreich),"Appetizing and fruity peardrop notes dominate the nose. The palate has a refreshing touch of green apple and light, easy fruitiness within a slender and dry frame. Lovely zestiness marks the finish.",22.0,89,3,0.9518665796158416
49376,Chono 2009 Rosé San Lorenzo Estate Syrah (Maipo Valley),"Chono is one of the better Chilean rosé wines we've come across. It has that Mediterranean look, smell and flare to it. The color is attractive, the nose fresh and clean, and the flavors of orange and fine herbs are crisp and on the spot. Good for this summer.",11.0,87,3,0.951851867106331
83963,Juno 2008 Cape Maidens Rosé (Western Cape),"An elegant nose of strawberry, raspberry and lemon is the start of this poised rosé. Unfolding fruit and citrus flavors keep the wine balanced and clean, but the overall character is feminine and soft. A very pretty wine with a classic touch.",10.0,87,3,0.9518517787476316
102887,Calcu 2015 Sauvignon Blanc (Colchagua Valley),"Clean, saline-driven aromas of apple and minerals filter into a round, plump, fresh palate. This tastes of lime, green apple and green herbs, while a cucumber note comes up on a juicy, tangy finish.",14.0,88,3,0.9518367406379584
