,title,description,price,points,cluster_label,cosine_similarity
8458,Acordeón 2012 Chardonnay (Tupungato),"The nose is neutral except for dusty aromas and a hint of applesauce. This feels bold, thick and a bit clumsy, with pithy citrus, nectarine and apricot flavors. These notes continue through the wine's finish. Drink now.",9.0,83,9,0.9996874899342079
8646,Viña Bisquertt 2014 Petirrojo Reserva Chardonnay (Colchagua Valley),"Clean, simple pear, melon and apple aromas are friendly. Reasonably full and fresh on the palate, this value-priced wine tastes of tropical fruits including banana and papaya as well as honey. A slightly oily finish gives weight to closing citrus flavors.",8.0,85,9,0.9996874899342079
8700,Henry's Drive Vignerons 2009 Morse Code Chardonnay (Padthaway),"This has all the touchstones of good Chardonnay: just enough body and richness, apple, pineapple and melon fruit flavors and a crisp, citrusy finish. Solid Chardonnay for under $10.",9.0,87,9,0.9996874899342079
8704,Trapiche 2009 Broquel Chardonnay (Mendoza),"Not all that expressive on the nose; about all you get is basic yellow fruit and lettuce. The palate shows more intensity, but the flavors of lemon and tropical fruits are basic at best. Chunky, sweet and common on the finish. Good for Argentina but still it leaves you asking for more.",15.0,86,9,0.9996874899342079
8705,Trapiche 2009 Oak Cask Chardonnay (Mendoza),"Tropical and toasty, with buttercup and banana on the nose. Good acidity keeps the palate zesty and moving forward, while the flavors of lemon, lime and pineapple are juicy and clean. Good in a fresh and simple way, with just a spot of oak character.",12.0,86,9,0.9996874899342079
8757,Recanati 2014 Chardonnay (Upper Galilee),"This wine has a clean nose of grapefruit with a hint of violet. Flavors of apricot and lemon take a backseat to a strong vein of lavender. Soft on entry, it has good mouthfeel and a nice pink grapefruit splash on the finish.",17.0,89,9,0.9996874899342079
8759,Ross-idi 2015 Orange Nikolaevo Vineyard Chardonnay,"This orange-style wine has a cloudy yellow-gold appearance because it spent 30 days on the skins and 100 days on the lees. It has aromas and flavors of aged apple cider and tart apple pie with an astringent finish. This style is not for everyone, but for those who appreciate orange wine made from Chardonnay, this is a solid example.",28.0,89,9,0.9996874899342079
8783,Bodega Catena Zapata 2005 Catena Alta Chardonnay (Mendoza),"Since we last tried this wine, Catena has dialed back the new oak and pumped up the natural acidity. And the result is pleasantly akin to fine Burgundy. Now the emphasis is on refined, Dijon-style apple and peach flavors with great mouthfeel. Drink now.",35.0,92,9,0.9996874899342079
8867,Van Loveren 2015 Christina The Heritage Collection Chardonnay (Robertson),"There's a definite richness to this wine, which opens with concentrated aromas of candied orange peel, peach preserves, soft apple and lemon verbena. The slightly opulent, round mouthfeel is balanced by just enough acidity, while flavors of melon, orange creamsicle and vanilla grace the finish.",19.0,88,9,0.9996874899342079
8874,De Wetshof 2015 Lesca Chardonnay (Robertson),"Aged in French oak for 10 months (10% new, 90% second fill), this is a toasty yet balanced selection. Decadent aromas and flavors of buttered brioche, honeydew, baked apple, lemon curd and vanilla cream pie abound. It's rich and mouthfilling in texture, with a lingering sweet-spice flavor. Drink now–2019.",25.0,88,9,0.9996874899342079
8877,Glenelly 2015 Glass Collection Unoaked Chardonnay (Stellenbosch),"The bouquet of this Chard is somewhat quiet and reserved at first, offering faint aromas of yellow flowers and honeysuckle alongside fruity accents of red apple and Asian pear. The palate is clean and approachable, with brisk flavors of citrus and underripe pear that lend verve through the close.",18.0,88,9,0.9996874899342079
8901,Nyetimber 2010 Blanc de Blancs Chardonnay (England),"Touches of vanilla, cream and lovely hints of oatmeal allude to developing, evolving autolytic notes. These are edged with pure lemon, giving equal expression to emollience and freshness. On the midpalate the creamy, generous richness of yeast comes through, providing stucture and a canvas against which tart apple and Amalfi lemon can play. Depth and serious intent shows amid the sensuously fine fizz. Although this wine is refreshing and bright now, more bottle age will make it even more alluring. The pure and lasting finish leaves you wanting more. Drink 2017–2017.",70.0,95,9,0.9996874899342079
8944,Kumeu River 2012 Village Chardonnay (Kumeu),"Kumeu River's entry-level Chardonnay is an easy introduction the house style, and perfect for high-end by-the-glass service. While it lacks the richness and toast of its stablemates, it delivers ample apple, pear and citrus flavors, gaining focus and displaying fine length.",20.0,87,9,0.9996874899342079
8966,Lapostolle 2008 Cuvée Alexandre Atalayas Vineyard Chardonnay (Casablanca Valley),"Smooth, tropical and pure on the nose, with pineapple as the lead fruit. The palate is solid and full-bodied, with pineapple, papaya, honey and toasted flavors. Not “oaky” but it is well oaked, and thus the finish is warm, toasty and creamy. Drink now.",24.0,89,9,0.9996874899342079
8972,Sidewood 2009 Chardonnay (Adelaide Hills),"Sidewood's 2009 Chardonnay is a throwback to the sort of delicious, well-priced Chardonnays Australia used to be known for, but with a touch more class. It delivers a big blast of upfront melon and peach fruit nestled in toasted cashew-like oak, then finishes fresh and citrusy. Good value for drinking over the next 6–12 months.",26.0,89,9,0.9996874899342079
9250,Bouchard Finlayson 2009 Kaaimansgat Chardonnay (Overberg),"Wood-grilled peach aromas mingle with notes of orange blossom and almond skins on the nose. Juicy and well balanced, the rich toasty red apple and orange creamsicle flavors lead into the long wood-spiced close. Drink now.",29.0,91,9,0.9996874899342079
9478,Viña Casablanca 2017 Cefiro Reserva Chardonnay (Casablanca Valley),"Prickly aromas are ruled by pyrazines. This feels heavy and grabby, with a mouthfeel dictated by grape skins. Flat, salty white-fruit flavors finish wan, with a green note of bell pepper.",13.0,84,9,0.9996874899342079
9544,Golan Heights Winery 2005 Yarden Blanc de Blancs Brut Chardonnay (Galilee),"Delicate aromas of toasted egg bread, baked apple and orange rind dance in the bouquet, while the brisk and effervescent mouth shows more red apple-skin flavor alongside acidic notes of pineapple core and lime zest. Balanced and refreshing.",25.0,87,9,0.9996874899342079
9574,San Huberto 2010 Reserva Chardonnay (Argentina),"Perfumed aromas of lemon verbena and wild flower are reminiscent of air freshener. The palate is a bit heavy, but solid acidity provides necessary cut. Flavors of vanilla and spice are a little funky, while the finish is also oaky.",13.0,84,9,0.9996874899342079
9595,Domaine Bousquet 2016 Grand Reserve Chardonnay (Tupungato),"A flat luster and mild aromas of wood and almost stale fruit get this wine off to a slow start. A full palate is sketchy in terms of acidity and balance, while this tastes cidery, with a bitter flavor of grapes skins on the finish.",20.0,84,9,0.9996874899342079
9750,Black Hills 2013 Chardonnay (Okanagan Valley),"Fresh and toasty, spicy and focused, this matches crisp fruit flavors of apple, citrus and pineapple to barrel-fermented grace notes. The overall length and definition are excellent, and the wine should drink well now through 2020.",30.0,90,9,0.9996874899342079
9868,Santa Rita 2012 Medalla Real Gran Reserva Chardonnay (Leyda Valley),"There's zero doubt about this Chardonnay's ripeness. The nose is warm, honeyed and a bit leaden. Round in the mouth, it offers tropical flavors of orange and nectarine. On the finish, a buttery note blends with residual citrus fruit.",18.0,87,9,0.9996874899342079
9921,Backsberg 1999 Chardonnay (Paarl),"A light and basic Chardonnay that lacks the fruit to match the oak utilized. There's structure and it finishes long, but the wine is dominated by toasted oak.",14.0,82,9,0.9996874899342079
10075,Recanati 2010 Chardonnay (Galilee),"Soft toasted-brioche and hay notes add depth to the orange rind and apple fruit center. Balanced and refreshing, the ripe fruit flavors flesh out the palate, transitioning onto the medium-length finish. Glimmers of sweet spice and peach pit linger on the close.",15.0,88,9,0.9996874899342079
10110,Echeverria 2013 Classic Collection Unwooded Chardonnay (Curicó Valley),"Apple and peach aromas are dusty and lightly tropical. With no oak, fruit is all you get in this Chardonnay; flavors of apple, nectarine and melon run clean, sweet and ripe, while the finish is mellow and lands smack in the middle of the fairway.",10.0,86,9,0.9996874899342079
10294,Cullen 2008 Kevin John Chardonnay (Margaret River),"Made in a somewhat restrained, focused style, this wine features hints of smoke combined with peach and pineapple notes to create the impression of grilled fruit aromas and flavors. It's linear and crisp on the palate, with admirable length and mouthwatering citrus notes on the finish. Ready to drink now.",75.0,92,9,0.9996874899342079
10295,Cullen 2009 Kevin John Chardonnay (Margaret River),"Cullen's Kevin John remains one of Margaret River's (and Australia's) benchmark Chardonnays. Scents of grilled peaches lead into flavors of pineapple, vanilla and smoke, but more importantly, the palate is balanced just right. It's not too broad, not too lean; not overly sharp, but not soft. The finish is long and harmonious.",75.0,92,9,0.9996874899342079
10374,O. Fournier 2012 Urban Uco Chardonnay (Uco Valley),"This lightly oxidized Chard is powdery but not entirely fresh, as it shows aromas of pool water and mealy melon. The palate is chunky and just O.K. in feel, while fleshy flavors of melon and peach end briny and mildly bitter.",10.0,83,9,0.9996874899342079
10403,Domaines Barons de Rothschild (Lafite) 2016 Los Vascos Chardonnay (Central Valley),"With almost no color, this Chardonnay smells simple and sulfuric, sort of like a match box. Lean and monotone across the palate, this offers pithy, slightly bitter citrus flavors in front of a similar tasting finish.",13.0,85,9,0.9996874899342079
10407,Ritual 2015 Chardonnay (Casablanca Valley),"Briny aromas of green olive and popcorn lead to a flat wide palate. This tastes salty, oaky and short on fresh-fruit flavors. A plump chunky palate, much like the nose, comes across flat and low on pulse.",16.0,85,9,0.9996874899342079
10432,Santa Rita 2011 Medalla Real Gran Reserva Chardonnay (Leyda Valley),"Aromas of cornbread, hay stack and tropical fruits are fairly standard for Chile. This feels round, with good acidity keeping things on an even keel. Flavors of melon and apple are a bit stalky, while oak flavors transition to mild bitterness on the finish.",18.0,87,9,0.9996874899342079
10717,Tololo 2012 Chardonnay (Maule Valley),"This is a basic but nice Chardonnay with lightly oaked aromas of pear, apple and tropical fruits. The palate is fresh and healthy, while apple, mango and peach flavors settle with a hint of bitter matchstick and leftover tropical notes.",10.0,85,9,0.9996874899342079
10727,Conde de Velázquez 2012 El Conde Gran Reserva Chardonnay (Aconcagua Valley),"Mild apple and mango aromas are a fair set-up for a round, peachy palate with flavors of nectarine, melon and citrus fruits. This feels tropical and melony on the finish, with an oily, slightly bitter aftertaste.",15.0,85,9,0.9996874899342079
10827,Psagot 2011 Chardonnay (Judean Hills),"Toasty and oaky, with wood-grilled peach and roasted apple-skin aromas unfolding on the nose. Melon and pear flavors flesh out the medium-weight mouth, and linger alongside hints of sweet spice and charred wood on the close.",22.0,86,9,0.9996874899342079
10905,Cono Sur 2008 Chardonnay (Central Valley),"Simple, regular peach and pear aromas lead to a palate of sweet apple flavor and mild citric bite. This is the ultimate in basic Chilean Chardonnay: it's clean, a little dull and melony, and sweet. Drink soon.",10.0,84,9,0.9996874899342079
10936,Excelsior 2014 Chardonnay (Robertson),"This is a bright and lively selection, with inviting aromas and flavors of Anjou pear, green apple and orange that finish fresh and clean. Drink now.",10.0,86,9,0.9996874899342079
10971,Jardin 1998 Chardonnay (Stellenbosch),"Exuding style and power, this Chardonnay shows complexity with great depth—and breadth—of aromas and flavors. Tropical fruit, citrus, butterscotch, toasted oak and spice are beautifully melded together to achieve a harmonious whole. Near-perfect fruit/acid balance, a supple mouthfeel, and a superlong finish displaying orange and toast notes wrap it up.",17.0,92,9,0.9996874899342079
10972,Penfolds 1998 Yattarna Chardonnay (South Eastern Australia),"This big wine presents a sophisticated bouquet of toasty, leesy, nutty aromas. Fine depth of fruit and plenty of quality oak show here, with butterscotch, pear and apple flavors. Full-bodied and luscious, it shows the tremendous attention paid and importance assigned to this flagship white. The long, spicy finish sports complex lemon, leesy and mineral accents. To be released 5/01.",65.0,92,9,0.9996874899342079
11059,Claro 2014 Justo Chardonnay (Casablanca Valley),"Fleshy aromas of papaya are more oaky than fruity. This is plump and mild in feel, with moderate acidity. Flavors of barrel spice and resin match wits with papaya and melony notes, while the finish tastes briny and nutty.",17.0,85,9,0.9996874899342079
11102,Santa Rita 2012 Medalla Real Gran Reserva Chardonnay (Leyda Valley),"There's zero doubt about this Chardonnay's ripeness. The nose is warm, honeyed and a bit leaden. Round in the mouth, it offers tropical flavors of orange and nectarine. On the finish, a buttery note blends with residual citrus fruit.",18.0,87,9,0.9996874899342079
11138,Finca El Portillo 2008 Estate Bottled Chardonnay (Uco Valley),"A little dusty and also sort of briney on the nose, with citric acidity pushing orange, apple and pear flavors. A textbook sweet, simple South American Chardonnay with a tropical leaning and finishing flavors of pineapple.",10.0,84,9,0.9996874899342079
11213,Terrazas de Los Andes 2013 Reserva Chardonnay (Mendoza),"This is oaky and resiny on the nose, but not overly so, with pear and apple aromas as well as a streak of saline. On the palate, this offers a good mix of oak resin, fruit pulp and acidity. Flavors of oak spice, white pepper, peach and apple finish fresh but with an oaky aftertaste.",20.0,88,9,0.9996874899342079
11306,Markus Altenburger 2016 Vom Kalk Chardonnay (Burgenland),"Reduced when first opened, this wine shows its lemony, fresh apple notes with a bit of air. It has the lovely midpalate texture and freshness inherent to good Chardonnay and fills the mouth with citrus and orchard fruit notes. Slender, structured and fresh-faced, it only needs some time to breathe.",15.0,90,9,0.9996874899342079
11313,Netzl 2016 Chardonnay (Carnuntum),"Friendly, ripe green and yellow apple notes appear on both the nose and palate of this wine. Ripe but fresh acidity enlivens its easy, juicy, textured midpalate. Its clean, sunny and fruity finish makes it a pleasure to sip.",20.0,90,9,0.9996874899342079
11364,Alta Alella 2014 Parvus Chardonnay (Alella),"Melon and peach aromas are fresh and come with a touch of vanilla. This is a well-made, solid Chardonnay with good body and fresh acidity. Flavors of apple, melon and spice finish with a touch of oaky cinnamon and a somewhat waxy texture.",18.0,88,9,0.9996874899342079
11391,Woop Woop 2009 Chardonnay (South Eastern Australia),"This unoaked Chardonnay shows admirable weight on the palate, but slightly one-dimensional, citrusy flavors. Clean and correct on the finish; drink now.",13.0,85,9,0.9996874899342079
11410,Kalbarri 2010 Bin Select 462 Chardonnay (South Eastern Australia),"Faintly nutty notes of toasted grain accent this wine's otherwise straightforward pineapple fruit. It's medium in body, with a fine line of crisp acidity running through it from start to finish. Drink now.",10.0,85,9,0.9996874899342079
11417,Jacob's Creek 2005 Reeves Point Chardonnay (South Australia),"A few years of age have turned this South Australia Chardonnay into a highly nuanced tipple. Kerosene, hay and coconut aromas play off fragrant blood orange scents while the palate offers up toast and caramel in a tight, well-defined structure. Try with grilled salmon or serve on its own. Drinking at its peak now but will last a few more years.",28.0,90,9,0.9996874899342079
11601,Santa Ema 2014 Select Terroir Unoaked Chardonnay (Maipo Valley),"Dusty white-fruit and vanilla aromas are leesy and sweet smelling. The palate on this unoaked Chardonnay is light, with modest acidity. Ripe honeydew melon and apple flavors finish soft and simple.",10.0,84,9,0.9996874899342079
11607,Indomita 2014 Gran Reserva Chardonnay (Casablanca Valley),"Yeasty, honeyed aromas are unfocused. This shows a combination of chunky weight and citric acidity on the palate along with oak-heavy flavors led by clove. Bland peach and apple flavors don't stand up to the wine's oak character.",15.0,83,9,0.9996874899342079
11616,Bodegas Escorihuela 2006 La Vuelta Unoaked Chardonnay (Mendoza),The style is obtuse and the wine is sweet as sin and unctuous. Aromas of canned pear and peach suggest a lot of residual sugar.,8.0,82,9,0.9996874899342079
11636,Trapiche 2006 Oak Cask Chardonnay (Mendoza),"Toasty but dull, with oily walnut aromas matched by stale fruit. This is heavy and baked out; sweet and flat as a board.",11.0,81,9,0.9996874899342079
11923,Nugan Family Estates 2006 Chardonnay (Riverina),"This is unapologetically warm-climate Chardonnay, featuring tropical fruit, plenty of weight and texture and a whack of vanilla and cut-wood character. It's a broad, full-bodied wine that pulls together on the finish, ending with notes of pineapple and citrus.",13.0,86,9,0.9996874899342079
11979,Ozwell Vintners 2008 Flying Piano Hand Select Chardonnay (South Eastern Australia),"Bursting with bold, fully ripe fruit notes of pear and peach, followed up with tropical notes, this is a lush fruit bomb of a Chardonnay to drink over the near term (3–4 months).",11.0,86,9,0.9996874899342079
12105,Element 2001 Chardonnay (Western Australia),"Smells sweet and soft, with vanilla, peach and caramel aromas. It's similar at first in the mouth; then it turns even sweeter on the finish, with caramel popcorn flavors.",14.0,85,9,0.9996874899342079
12109,Rosemount 2001 Hill of Gold Chardonnay (Mudgee),"A lean, toasty style that pairs dried spices—cinnamon and ginger—with zesty citrus fruits. The toast and vanilla battle green and lime flavors from the nose all the way through the finish.",17.0,85,9,0.9996874899342079
12110,Yalumba 2000 Chardonnay (Barossa Valley),"This relatively lean wine focuses on pear and apple aromas and flavors. Some spearmint scents spice up the nose, while buttery nuances appear on the palate. Finishes a bit short, but with crisp and clean with herb notes, unencumbered by lots of oak.",16.0,85,9,0.9996874899342079
12112,Ghost Gum 2000 Chardonnay (South Eastern Australia),"A simple, lemony style that would work best with shellfish but has just enough pear and quince fruit to lend it flesh. Finishes tart and clean.",9.0,84,9,0.9996874899342079
12116,Logan Australia 1999 Chardonnay (Orange),"Shows promise in its lightly toasty and citrusy aromas and lemon and green-apple flavors, but tails off rapidly on the finish. It's lean and racy, obviously from a relatively cool-climate region, and should be served as you would basic Chablis, with oysters and the like.",17.0,84,9,0.9996874899342079
12118,Rosemount 2001 Diamond Label Chardonnay (South Eastern Australia),"Fits the big-production Aussie recipe to a T, blending tropical fruit, vanilla, apple and citrus flavors. It's just a little lighter than expected and finishes short.",12.0,84,9,0.9996874899342079
12120,Owen's Estate 1999 Chardonnay (South Eastern Australia),"Basic Chardonnay—pear, citrus and green apple balanced by vanilla and wood. Lighter, leaner and more food-friendly than many Aussie Chards, finishing with tart acidity.",15.0,84,9,0.9996874899342079
12123,Penmara 2000 Chardonnay (New South Wales),"This stylish lightweight has some tasty pear, quince and citrus flavors, finishing with a hint of spice. Best as an apéritif or with a light fish course.",8.0,84,9,0.9996874899342079
12125,Hamelin Bay 2000 Chardonnay (Margaret River),"With a nose full of buttered popcorn and vanilla, it's clear that much if not all of this wine was barrel-fermented and aged, maybe a tad too much. The vanilla and toast flavors partially obscure pretty white peach fruit.",28.0,84,9,0.9996874899342079
12243,Bouchard Finlayson 2010 Missionvale Chardonnay (Walker Bay),"Aromas of wood-grilled peach, baked apple and sweet orange oil waft from the glass, all laced with threads of toasted oak and baking spice. The ample acidity keeps the palate lively and the finish fresh, although the woody accents dominate the close once the ripe fruit flavors subside.",30.0,90,9,0.9996874899342079
12290,Siegel 2014 Crucero Collection Chardonnay (Colchagua Valley),"Dilute, tropical aromas of banana and salami are not inviting. This has a creamy, yeasty mouthfeel and bland flavors of papaya and hot dog, with a yeasty theme on the finish.",13.0,82,9,0.9996874899342079
12295,Santa Carolina 2013 Reserva Chardonnay (Casablanca Valley),"Harsh, resiny oak aromas are devoid of fruit. This is flat, creamy and mushy in feel, with flavors of melon, powdered sugar and raw wood. The finish is resiny and candied.",11.0,82,9,0.9996874899342079
12297,Domaines Barons de Rothschild (Lafite) 2014 Los Vascos Chardonnay (Colchagua Valley),"Sweaty, raw, sour aromas are harsh. The palate is flat and chunky in feel, with pithy grapefruit, nettle and bitter green flavors. Pyrazines and bitterness ride roughshod on the finish.",13.0,81,9,0.9996874899342079
12301,William Cole 2014 Albamar Chardonnay (Casablanca Valley),"Strained and oily on the nose, this lacks freshness and fruitiness. Briny flavors are extreme and sweaty, while the finish tastes a lot like sauerkraut.",12.0,80,9,0.9996874899342079
12310,Kumeu River 2013 Coddington Chardonnay (Kumeu),"This shows a touch less oak than the Maté's Vineyard, with more emphasis on pineapple and citrus. It's medium-bodied, with a slightly custardy texture, and turns tangy and crisp on the finish. Drink now–2020.",45.0,91,9,0.9996874899342079
12376,West Cape Howe 2008 Unwooded Chardonnay (Western Australia),"An honest and very ripe take on Australian Chardonnay, with opulent notes of fig, pineapple and guava underscored by crisp lemon and a faint spritz that refresh the palate. The short-to-medium finish turns a bit soft. Quite likable on the whole. Try with lobster.",18.0,85,9,0.9996874899342079
12385,McWilliam's Hanwood Estate 2007 Chardonnay (South Eastern Australia),"Crafted to be very broadly appealing, but well done in that category, this bottling shows ginger, toffee and malted milk scents followed by watermelon candy and fig flavors. Medium-to-full bodied, with a hint of sweetness and a finish on fast fade. Drink up.",12.0,85,9,0.9996874899342079
12386,Morandé 2007 Reserva Chardonnay (Casablanca Valley),"Yellow in color and chunky on the nose, which shows the common triple play of apple, banana and vanilla aromas. The palate is wide, with ample acidity and grabby, waxy flavors of orange and pineapple. Plump and soft on the finish. Drink right away or wait for the '08.",12.0,85,9,0.9996874899342079
12387,Rolling 2007 Chardonnay (Central Ranges),"Snap this one up for its refreshing herbal, lemon and pine-scented nose and its flavorful palate with burnt orange and pineapple tones. More refreshing and subtle than most Chardonnays in this price range, this wine is a good pick for someone who wants a dash of Old World austerity and elegance in their New World wine. Try with arctic char or coho salmon. Best drunk now but will hold a year or so.",10.0,85,9,0.9996874899342079
12507,Tapiz 2015 Alta Collection Chardonnay (Mendoza),"Floral and dusty on the nose, this Chardonnay is racy, fruity and fairly full in body. Melon and citrus flavors are big but clean, and not much differs on the finish. Overall, this is juicy, bright and full of fruit.",20.0,88,9,0.9996874899342079
