,title,description,price,points,lda_label,0
115175,Talley 2014 Rosemary's Vineyard Chardonnay (Arroyo Grande Valley),"Sharp lime and pithy grapefruit notes accented by sour cream, chalk and limestone lead the nose of this wine from the pioneering Talley family. Nectarine, sea salt and Gravenstein apple flavors play on the palate, which strikes a happy balance between savory and tart, finishing with buttery depth.",48.0,94,0,0.9571319501360617
17252,Columbia Crest 2008 Reserve Chardonnay (Columbia Valley (WA)),"With buttered popcorn scents and flavors, underscored with pretty, toasty oak, this marries those flavors to a more restrained body, balanced with good acidity and showing fruit flavors of green apple and banana cream pie. Not a complex wine, but forward and flavorful.",20.0,88,0,0.9571319334979947
18519,Pride Mountain 2014 Viognier (Sonoma County),"Fermented and aged in both stainless steel and neutral French oak, this 100% varietal wine lets the fruit take center stage, offering up white peach and apricot in a succulent package. Floral and flinty, it's balanced, with just the slightest notion of vanilla and brioche popping up on the finish.",42.0,92,0,0.957131854499853
51864,Pazos del Rey 2013 Pazo de Monterrey Godello (Monterrei),"Lees and mineral notes blend with green apple and pear aromas to create an inviting nose. This feels good and fresh, with citric acidity. Peach, green banana and papaya flavors finish mellow, with pithy notes and mild bitterness.",16.0,87,0,0.9571317604634543
71335,Castoro Cellars 2015 Chardonnay (Paso Robles),"Considered warm by Central Coast standards, Paso Robles is not always ideal for Chardonnay, but the veteran squad at Castoro did well on this nicely tight bottling. Key-lime pith and crisp Gala apple show on the nose, while solid acidity delivers flavors of rainy slate and squeezed citrus. There's good grippy tension to the sip as well.",15.0,91,0,0.9571316672222865
115733,Le Vieux Pin 2012 Ava White (Okanagan Valley),"A brilliant blend of 61% Viognier, 21% Roussanne and 18% Marsanne, this impresses with its proportion, tension and balance. Scents and flavors meld citrus oil and rind, fruit flavors of pineapple, grapefruit and Meyer lemon, and a lovely finish with highlights of English breakfast tea. Long and elegant, this is a landmark effort.",35.0,93,0,0.9571316268469274
29940,Ancient Peaks 2014 Santa Margarita Ranch Sauvignon Blanc (Paso Robles),"The first release on the winery's new label program, which shines a bright light on the soils of their sprawling vineyard atop the Cuesta Grade, this offers clean aromas of lemon peel. The palate is almost spritzy with energy, showing lime juice, green pear and dried-apple flavors all bound together by a searing acidity.",15.0,87,0,0.9571315162079599
82509,Matetic 2011 EQ Coastal Sauvignon Blanc (Casablanca Valley),"Strikingly pungent on first take, with crackling aromas of cactus, nettle, lime and grapefruit. Feels zesty, deep and layered, with an even mix of tropical fruit flavors, stone fruits and green notes. About as right as it gets for Chilean Sauvignon Blanc.",20.0,91,0,0.9571314924069644
97198,Girardet 2006 Pinot Gris (Umpqua Valley),"Girardet farms its vineyards organically, does not irrigate, and ferments this wine in stainless steel. The result is a solidly made Pinot Gris, offering lush scents and tastes of ripe pear. Good texture and balance keep it from feeling one dimensional; puts the fruit front and center.",16.0,88,0,0.9571314617099348
77043,LeSaffre 2012 Chardonnay (Sonoma Coast),"The vineyard is in the chilly Petaluma Gap, and you can taste the foggy influence in the brisk acidity and pebbly minerality that accompany ripe apricot, lemon, lime and orange flavors. Plenty of oak, too, which adds buttered toast and vanilla richness. It's a good Chardonnay for drinking now.",50.0,88,0,0.9571314060119958
102391,Glover Family 2016 Massey Dacta Sauvignon Blanc (Marlborough),"With vegetal notes taking center stage, this wine smells of green beans and grass over subtle notes of citrus, grapefruit and melon rind. It really comes alive on the palate: Notes of lemon-lime popsicle and green herbs are accompanied by a spritzy texture that make it perfect for easy sipping.",13.0,88,0,0.9571313873001506
68791,Brophy Clark 2013 Chardonnay (Santa Maria Valley),"This is a very tastefully done take on a more traditional, rather ripe California style of the grape, with peach-driven tropicality, buttered vanilla and a salted-lemon element on the nose. The palate shows ripe nectarine, lemon curds, lime sorbet, a pinch of dill and a tiny bit of vanilla on the finish, proving lively throughout.",20.0,92,0,0.957131334263161
60429,Eight Sides 2012 Sauvignon Blanc (Central Coast),"This nose features much more nuance than a typical Sauvignon Blanc, with chalky minerality, bright stone fruit and barely ripe tropicality. It's a bit tight at first on the palate, but poached pear and papaya flavors emerge, then open to candied guava in the midpalate.",16.0,88,0,0.9571312118080811
77704,Red Stitch 2014 Sierra Mar Vineyard Chardonnay (Santa Lucia Highlands),"Warm aromas of lightly buttered apples, lemon cream croissant, yellow cake and dainty caramel invite the nose into this bottling by retired pro baseball players Dave Roberts (today manager of the L.A. Dodgers) and Rich Aurilia. The palate is creamy and buttery, but judiciously so, with custard flavors framed by a bright lemony acidity and finishing on vanilla bean.",50.0,92,0,0.9571311849184212
7307,Tinhorn Creek 2015 Oldfield Series 2Bench White (Okanagan Valley),"This snappy blend of Chardonnay, Sauvignon Blanc, Viognier, Sémillon and Muscat brings a pungent, somewhat grassy profile front and center. Stone fruits with a touch of lime fill in the core, with some bite to the finish.",20.0,87,0,0.9571309752699687
111936,Wente 2014 The Nth Degree Chardonnay (Livermore Valley),"Sleek and vibrant, this fresh but substantive and potentially long-lived wine offers a lip-smacking citrus flavor and crisp apple tang, along with mild vanilla accents and a luxurious, layered texture. Little oak flavor shows through, so you taste the essence of Chardonnay grapes in an elegant form. It will be best after 2019.",68.0,93,0,0.9571309350434446
89384,Willamette Valley Vineyards 2012 Pinot Gris (Willamette Valley),"This is a rock solid Pinot Gris, chunky and fleshy and loaded with ripe fruit flavors. Melon and pear provide the guts, with a lighter streak of jicama and a clean, green finish. There's good concentration in this ready-to-go, all-purpose white for winter.",16.0,88,0,0.9571308946981654
44455,Summerland 2013 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),"This wine from the historic vineyard offers classic oaky aromas of smoke, butterscotch and salty roasted nuts. Smokiness lingers throughout the soft, excellently weighted palate that surrounds rich apple, nectarine and white peach flesh, with a citrus pith tension holding it together.",40.0,91,0,0.9571305704868293
87603,Barton & Guestier 2008 B&G; Reserve Chardonnay (Vin de Pays d'Oc),"This value-priced Chard offers a medium-intense bouquet of orange rind, Granny Smith apple and white peach pit followed by a round mouth with accents of apple skins and buttercup. Balanced with a solid finish and low alcohol.",9.0,87,0,0.9571303584754128
17424,Kendall-Jackson 2009 Grand Reserve Sauvignon Blanc (Mendocino County),"A nice, bright and savory Sauvignon Blanc, rich in fruit but dry on the finish. Shows waves of Meyer lemon, pineapple, kiwi, honeysuckle and vanilla flavors, accented with a touch of oak. Enjoyable on its own or with little appetizers.",20.0,87,0,0.957130189564488
3979,Telmo Rodríguez 2012 MR Mountain Wine Moscatel (Málaga),"Aromas of orange blossom, clover and honey are true to sun-dried Moscatel grapes. This feels thick and chunky on the palate, but also a bit soft and flat. Flavors of honey and brown sugar are creamy, with modest acidic cut. A slightly cloying finish continues that theme.",38.0,89,0,0.9571301506487642
24186,Quasar 2008 Sauvignon Blanc (Curicó Valley),"Hints of melon and talcum powder suggest sweetness, and the palate is ripe, a little soft and dominated by pear and even some lychee flavors. Maybe there's a hint of residual sugar, but if so, it's minor. Mild bitterness doesn't really help the finish, but overall this is a flavorful and competent value wine.",7.0,84,0,0.957130040448469
54072,Swanson 2007 Pinot Grigio (Napa Valley),"Swanson does a good job of crafting a dry, crisp, mouthwatering Pinot Grigio with little or no oak influence. The acidity is juicy, making the apple, citrus and wildflower flavors savory. Good white with today's wide range of ethnic fare.",21.0,88,0,0.9571298419348958
41655,Cono Sur 2009 Sauvignon Blanc (Central Valley),"Open-knit aromas of apple, pear, green melon and mineral are perfectly good, while the palate is high in acid and kick. Flavors of grapefruit, generic citrus and grass are solid, as is the finish, which keeps its line. A snappy, alert, easygoing wine.",10.0,85,0,0.9571298152745108
111242,Veramonte 2011 Ritual Sauvignon Blanc (Casablanca Valley),"Veramonte's first high-end Ritual Sauvignon is a big success. The nose is mellow, refined and minerally as opposed to pungent and feline. The feel is fresh, clean as a razor, and easygoing, with lime, nectarine and passion fruit flavors. Long and lightly green on the classy finish.",20.0,90,0,0.9571296213469788
13185,Reustle 2015 Grüner Veltliner (Umpqua Valley),"Reustle makes four different versions of this wine, each distinctive and worthy of attention. This is vinified in all stainless, and pushes sappy tart flavors of Meyer lemon and grapefruit front and center. The fruit is ripe enough that it leaves an impression of sweetness—a perfect counterbalance to the wine's natural acidity.",24.0,90,0,0.9571295935085958
38834,Reustle 2015 Grüner Veltliner (Umpqua Valley),"Reustle makes four different versions of this wine, each distinctive and worthy of attention. This is vinified in all stainless, and pushes sappy tart flavors of Meyer lemon and grapefruit front and center. The fruit is ripe enough that it leaves an impression of sweetness—a perfect counterbalance to the wine's natural acidity.",24.0,90,0,0.9571295935085958
28103,Charles Krug 2015 Limited Release Estate Grown Sauvignon Blanc (St. Helena),"While this is 100% varietal and entirely fermented in stainless steel, it opens with a vibrant note of green apple. That apple quality gives way on the palate to light grassy peach and nectarine, finishing crisp and clean.",35.0,88,0,0.9571295054531669
10449,Don Olegario 2014 Albariño (Rías Baixas),"Mild, clean aromas of dusty apple, lees and peach set up a creamy, full palate with low acidity and moderate definition. Papaya and melon are the lead flavors, while the finish is melony and oily, with low acidity and not much, if any, minerality.",20.0,87,0,0.9571294418607212
15294,Davis Bynum 2011 River West Vineyard Chardonnay (Russian River Valley),"Winemaker Greg Morthole plays all the bells and whistles on this Burgundian-style Chardonnay. Barrel fermentation brings toast and sweet vanilla to the tropical fruit and green apple flavors, while the full malolactic fermentation adds notes of buttered popcorn. The acidity is racy and clean.",30.0,88,0,0.9571294295955551
60745,Jekel 2014 Gravelstone Chardonnay (Arroyo Seco),"Buttercream, sea salt, caramel and lemon candy aromas show on the nose of this solid bottling. The flavors are full but not overly ripe, with yellow apple, poached pear, white peach and a sea salt character that keeps it mouthwatering.",17.0,89,0,0.9571292530277196
110016,Uptick Vineyards 2012 Sauvignon Blanc (Dry Creek Valley),"The majority of the grapes for this white that's musky on the nose was stainless-steel fermented, with 20% given time in neutral French oak. The combination provides easygoing texture, accented by notes of grass and herb. A fleck of stone fruit and papaya tease midpalate before an abbreviated finish.",30.0,85,0,0.9571292378793268
68194,Center of Effort 2013 Chardonnay (Edna Valley),"This bottling shows touches of smoke, flint, Meyer lemon peel, honeysuckle and crisp jicama on the nose. A hint of ripe nectarine kicks off the palate before its knee-buckling acidity takes hold, bringing forth lemon peel, lime juice and more honeysuckle elements.",35.0,94,0,0.9571290843260151
95061,Fetzer 2013 Shaly Loam Gewurztraminer (Monterey County),"A rainy cement minerality on the nose of this sweet wine manages to cut through the sugared oranges, honeysuckle and ripe, tropical white fleshed fruit, from peach to cherimoya. The palate is full of honeyed apples, white peach and pineapple, but the decent acidity and chalky element stops it short of treacly.",10.0,87,0,0.9571290558085982
17639,Dutton Estate 2014 Kyndall's Reserve Dutton Ranch Chardonnay (Russian River Valley),"Golden caramel in color, this wine opens in a decadence of creme brûlée, a richness that subsides on the lighter style on the palate, marked by a saltiness of wet stone, pineapple and vanilla oak. Together, the light and heavy balance one another and the wine tastes complete.",40.0,92,0,0.957129030399038
58720,Loma Larga 2012 Chardonnay (Casablanca Valley),"Peach and other stone-fruit aromas show a note of chlorinated pool water. This is fairly full in body and creamy in feel. Flavors of melon, honey and creamy oak lean toward sweet, while the finish offers tropical fruit flavors and some excess weight. Drink immediately.",16.0,87,0,0.9571276593878628
27661,Vino Con Brio 2006 Brilliant White Wine White (Lodi),"A blend of Viognier, Roussanne, Sauvignon Blanc and Pinot Grigio, this unoaked wine has complex citrus fruit, vanilla bean, wildflower and spice flavors, brightened by a brisk scour of acidity. It's actually better than many Lodi whites made from the individual varieties, showing the importance of the art of blending.",16.0,87,0,0.9571273270062269
105676,Melville 2014 Estate Chardonnay (Sta. Rita Hills),"Made in a more reductive style, this bottling conveys a tremendously intriguing sense of yogurt and Brie cheese rind on the nose, with orange rind, guava skin, green pear, tuberose and graphite notes. The palate grips with a pear skin and lime-zest tang, and that dairy note holds strong.",26.0,90,0,0.9571273047682505
105313,Sequoia Grove 2006 Chardonnay (Carneros),"Creamy smooth and enlivened with brisk acidity, this Chard shows forward, tart green apple, lime and pineapple flavors. Oak barrels add even richer notes of buttered toast and butterscotch to this elegant sipper.",25.0,90,0,0.9571270553330558
59391,Cairnbrae 2001 The Stones Sauvignon Blanc (Marlborough),"Lime, mineral and grass make up the pungent, pulsating bouquet. Apricots and peaches comprise the stone-fruit-dominated palate, which is touched up by a pinch of honey. There's a nice tang and snap to the finish, which offers a little white pepper just to make things interesting.",15.0,90,0,0.9571261378699291
87128,Foundry Vineyards 2011 Oak Chardonnay (Columbia Gorge (WA)),"This is made from fruit that was sourced from the same vineyard and picked at the same brix level as Foundry's Stainless Chardonnay bottling. But here the toast of new oak adds a lovely flavor to the smooth butterscotch and apple notes. It opens gracefully and quickly, but the Stainless bottling has more grip and complexity.",28.0,92,0,0.9571257716381635
43985,Reininger 2012 Birch Creek Vineyard Semillon (Walla Walla Valley (WA)),"A wine this good makes you wish there were a lot more of it. Pure Sémillon from a single vineyard, fermented in stainless steel, it opens with lovely fragrances of linalool and citrus pith, softens up in the mouth, and brings grapefruit and a hint of wet stone. It has the power of Chardonnay with more complexity than most unoaked versions of that grape.",36.0,92,0,0.9571247754806307
53611,Reininger 2012 Birch Creek Vineyard Semillon (Walla Walla Valley (WA)),"A wine this good makes you wish there were a lot more of it. Pure Sémillon from a single vineyard, fermented in stainless steel, it opens with lovely fragrances of linalool and citrus pith, softens up in the mouth, and brings grapefruit and a hint of wet stone. It has the power of Chardonnay with more complexity than most unoaked versions of that grape.",36.0,92,0,0.9571247754806307
5407,Point & Line 2015 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),"There's a slight, lithe line of butterscotch on the nose of this bottling, with lots of lemon blossoms and Meyer lemon juice overshadowing the buttery aspect. The palate is tart in green apple and Anjou pear flavors, followed by honeydew and white peach.",40.0,90,0,0.9549955595672931
110584,Halter Ranch 2014 Grenache Blanc (Adelaida District),"Coming from one of the region's more picturesque vineyards, this bottling, which is enhanced with 19% Picpoul Blanc, 2% Roussanne and 2% Viognier, leans a tad tropical on the nose, with orange peel cutting into banana, apple custard and tuberose. There's sizzling acidity throughout the palate, with flavors of lemon curd, apple peel and grapefruit pith.",28.0,88,0,0.9549952335307712
82030,Buttonwood 2014 Signature Blend Sauvignon Blanc (Santa Ynez Valley),"Sharp notes of cut grass, yellow pear, kiwi and a shred of grapefruit pith show on this bottling by winemaker Karen Steinwachs. It is light and clean on the sip, offering flavors of lemon sorbet, lime rind and more mowed grass.",18.0,88,0,0.9549948982340388
65152,Finca El Origen 2013 Reserva Torrontés (Salta),"Neutral aromas and a mouthfeel with modest lemony acidity set up pithy citrus flavors and notes of green melon and lychee. The finish on this tropical-tasting wine is creamy and a bit heavy, with lime and green banana flavors. Drink right away.",12.0,86,0,0.9549947515815915
68225,Ibarra 2012 La Presa Vineyard Chardonnay (Santa Ynez Valley),"Though a tad funky at first, this wine's nose leans toward tropical but not heavily so. Aromas convey cut lemongrass, lime candy, pineapple guava skins and a lean stone character. It's also grassy on the palate, with tight lemon juice acidity and a nectarine finish.",36.0,88,0,0.9549944925740262
103978,Clayhouse 2009 Sauvignon Blanc (Paso Robles),"Here's a nice, refreshingly clean Sauvignon Blanc that shows a lot of class for the price. It's basically dry, with a honeyed finish to the green melon, golden mango and Asian pear flavors. There's just a touch of tart green gooseberry for complexity.",14.0,88,0,0.9549943214387292
75542,Odfjell 2011 Babor Sauvignon Blanc (Central Valley),"A mild Sauvignon Blanc, with white grapefruit, grass and mild asparagus aromas. Feels chunky and round, with soft acids creating sweet, green flavors of grapefruit and grass. Round on the finish, with a modest variety of flavor.",8.0,84,0,0.9549940734878684
18095,Martin Ray 2014 Bald Mountain Vineyard Chardonnay (Santa Cruz Mountains),"A showy but crisp and fresh style of Chard, this offers honey butter, ripe apple flesh, yellow roses, lemongrass and the slightest show of guava tropicality on the nose. The sip begins with that tropical guava and mango character, then tightens on mandarin orange and lemon rind.",35.0,90,0,0.9549938484985745
18293,De Alberto 2014 Monasterio de Palazuelos Verdejo (Rueda),"This feels good in a regular sense, with apple-driven acidity and leesy notes of vanilla. A standard, zesty, pithy palate offers briny, slightly bitter flavors of peach and pulpy citrus, while the finish feels citric and tastes briny.",15.0,85,0,0.9549937839447054
102171,De Alberto 2014 Monasterio de Palazuelos Verdejo (Rueda),"This feels good in a regular sense, with apple-driven acidity and leesy notes of vanilla. A standard, zesty, pithy palate offers briny, slightly bitter flavors of peach and pulpy citrus, while the finish feels citric and tastes briny.",15.0,85,0,0.9549937839447054
13271,MCV 2015 TMZ White (Paso Robles),"Quite light in the glass, this wine leans a tad sweet on the nose, with exuberant apple blossoms, jasmine and banana-chip aromas. There is a chalky tension and pithy grip to the palate, where apple, pear and white-peach flavors trend toward ripe guava.",30.0,88,0,0.9549936270133732
108987,Santa Ema 2012 Reserve Sauvignon Blanc (Leyda Valley),"Classic, pungent feline aromas of passion fruit, citrus and grass set up a friendly palate with moderate acidity and nice flavors of nectarine, lime and green melon. The finish introduces sweet notes of banana to go with lime.",15.0,88,0,0.9549934619426467
67906,Irvine Family Vineyards 2015 Chardonnay (Oregon),"Here is a spicy racy palate-ripping Chardonnay. The fruit rules here, a tasty mix of lime, pineapple, grapefruit and green apples. It was barrel fermented in French oak, though its flavors are more along the lines of a stainless steel style.",30.0,88,0,0.9549934519280712
48938,Talbott 2014 Sarah Case Sleepy Hollow Vineyard Estate Grown Chardonnay (Santa Lucia Highlands),"Golden yellow in the glass, this bottling from an iconic vineyard shows tight orange-rind aromas along with Asian pear, pan-seared apple and brioche on the nose. Crisp Meyer lemon and mandarin flavors meet with a sea-salt character and zesty acidity, which makes the mouth water on the finish.",42.0,92,0,0.9549933809053416
23221,Monte Xanic 2011 Viña Kristel Sauvignon Blanc (Valle de Guadalupe),"Here's a true Sauvignon Blanc with spunky green aromas and plenty of grapefruit. It feels citric and lemony on the tongue, with citrusy flavors of tangerine and lime. It finishes tight and zesty, like a good Sauvignon Blanc should.",13.0,86,0,0.9549933102047591
95442,Santa Helena 2011 Selección del Directorio Gran Reserva Cool Coastal Vineyard Sauvignon Blanc (Colchagua Valley),"This crisp, acidic Sauvignon Blanc leans green with pea and canned bean aromas, but it offers enough green apple and citrus character for enjoyment. The palate is zesty and lemony, with flavors that include green veggies, herbs, limes and tangerines. The finish is mildly green and citrusy.",10.0,87,0,0.9549932768682657
73888,South Coast 2016 Verdelho (California),"From Silva Spoon Vineyards in Lodi, this uncommon California bottling of a common Portuguese white grape offers candied apple, mango, peach and papaya aromas on the lush and tropical nose. The palate, however, is crisp and dry, its honeydew melon and bubblegum flavors proving rather pleasant.",20.0,87,0,0.9549932500574475
100635,Ampelos 2016 Ampelos Vineyard Viognier (Santa Barbara County),"Fermented and aged entirely in stainless steel, this is a subtly floral wine that flirts with apple blossom and jasmine scents on the nose. On the palate, expect creamy apricot, orange, lime and vanilla cookie flavors in a complex and layered way.",25.0,92,0,0.954993184950918
5380,Lomas del Valle 2015 Coastal Cool Climate Wine Single Vineyard Chardonnay (Casablanca Valley),"Aromas of apple, orange peel and citrus oil are reasonably interesting. A ripe, loud palate offers plenty of acidic kick, while this tastes fresh, with lime and orange flavors. A racy finish tastes mostly of green apple.",17.0,87,0,0.9549930860033871
83316,Lucienne 2014 Lone Oak Vineyard Chardonnay (Santa Lucia Highlands),"Meyer-lemon curd, melted butter and salted peach show on the nose of this bottling from the Hahn family team. Sour lemon, tangerine skins and sharp green-apple flavors show on the sip, as does a savory salty element.",40.0,89,0,0.9549930318405788
91715,Emina 2015 Sauvignon Blanc (Rueda),"Round, chunky aromas of grapefruit and passion fruit settle on friendly and varietally correct. This is snappy and solid in feel, with lime, orange and nectarine flavors. An acid-driven finish holds the line and doesn't taste bitter or green.",18.0,87,0,0.9549928607991358
16241,Martin Ranch 2012 Thérèse Vineyards Griva Vineyard Sauvignon Blanc (Arroyo Seco),"Rounded aromas of melon and salty peaches rise to the nose on this wine from the Monterey County appellation just south of the Santa Lucia Highlands. The palate is driven by citrus, grass and a rather extreme sense of sea salt, enhanced with mouth-watering acidity and a nectarine flesh finish. It's tasty though varietally uncommon.",25.0,88,0,0.9549928425398581
65422,Sanford 2012 Chardonnay (Sta. Rita Hills),"Pears, white rocks, gray slate and lime juice show on the nose of this appellation blend from the iconic Santa Rosa Road winery. Similar flavors also show on the palate, primarily a grippy chalk, more lime and a Meyer lemon pith element, with the faintest hint of struck match in the background.",32.0,90,0,0.9549927925151429
73619,Sanford 2012 Chardonnay (Sta. Rita Hills),"Pears, white rocks, gray slate and lime juice show on the nose of this appellation blend from the iconic Santa Rosa Road winery. Similar flavors also show on the palate, primarily a grippy chalk, more lime and a Meyer lemon pith element, with the faintest hint of struck match in the background.",32.0,90,0,0.9549927925151429
43667,Bressia 2015 Lágrima Canela White (Mendoza),"Waxy, dusty apple and oak aromas reflect the 30% Sémillon, but this is mostly Chardonnay in quantity, style, feel and flavors. Salty melon, tropical notes and nicely laid-out oak flavors turn a touch bitter on a weighty but healthy finish. Drink this classy white blend through 2018.",50.0,90,0,0.9549927553596282
94692,Lincourt 2013 Steel Chardonnay (Sta. Rita Hills),"This stainless-steel take shows lime juice, golden apples and white pepper on the lean but ever-so-slightly warm nose. The palate is driven by a citrusy bitterness, showing tangerine peels and more squeezed lime throughout.",18.0,89,0,0.954992747181508
81761,Espiritu de Chile 2008 Gewürztraminer (Central Valley),"Approach this unusual Chilean white with no preconceptions and you will like it. The nose is tropical and floral, with aromas of green melon, air freshener, citrus blossom and more. The palate feel is in harmony, while the flavors of melon, kiwi and apple work well together. Finishes dry, with green-fruit flavors and washing acidity.",11.0,86,0,0.9549927099776017
70678,Stephen Ross 2016 Spanish Springs Vineyard Pinot Gris (San Luis Obispo County),"Broad aromas of Asian pear, kaffir lime and wet stone show on the nose of this bottling from a vineyard located just minutes from the sands of Pismo Beach. There is a great sizzle of acidity on the sip, with candied apple flavors, slightly sour lime and grapefruit peels. There's also the slightest touch of sweetness.",22.0,88,0,0.9549926990449905
39103,Mustiguillo 2014 Mestizaje White (Spain),"Dusty, minerally, stony aromas come with a floral note and accents of peach and melon. This blend of Merseguera, Malvasia and Viognier is lightly spritzy, with citrus and green apple flavors that turn mildly bitter and pithy. Drink now with anything from the sea.",15.0,88,0,0.954992649510524
63174,Chamisal Vineyards 2012 Chamise Chardonnay (Edna Valley),"This wine by winemaker Fintan du Fresne shows sea salt, apple blossom, cherimoya and tangerine rinds on the nose. Flavors are clean and pure, with dried apple, more sea salt, a bit of nectarine and orange spritz, offering a profile that could comfortably rest on the tongue all day long.",60.0,94,0,0.9549925644463426
31395,Chilensis 2011 Reserva Sauvignon Blanc (Casablanca Valley),"Light and generally clean smelling, with standard green apple, melon and lime aromas. Feels a touch flat and pithy for Casablanca, with generic citrus and mild bitterness for flavors. Pithy and just juicy enough on the finish.",12.0,86,0,0.9549925532072766
67123,Alma Rosa 2015 Chardonnay (Santa Barbara County),"Lime, sea shell, rainy cement and orange-rind aromas make for a brisk entry to the nose of this bottling, rounded out by a touch of pineapple. The palate is framed by a chalky grip, and shows flavors of tangy lemon and slightly sour apple.",19.0,88,0,0.9549925478748419
11148,Bodega Goulart 2008 T Torrontés (Luján de Cuyo),"Oily matchstick aromas run counter to the wine's innocuous color. The palate is light in weight but heavy in blossomy flavors of orange, lime, tangerine and other citrus fruits. Lacks the lychee/tropical quality that makes Torrontés special, and finishes bitter and pithy.",12.0,84,0,0.9549925190606273
59122,Gaba do Xil 2013 Godello (Valdeorras),"Aromas of banana, melon and pear show the slightest bit of slate-driven minerality. This is mostly fresh in feel, with ample weight. Pithy citrus and stone-fruit flavors are a little green and pyrazinic, possibly a reflection of the cold, rainy 2013 vintage.",20.0,87,0,0.9549924400546471
91676,Buttonwood 2014 Zingy Sauvignon Blanc (Santa Ynez Valley),"The expected cut-grass element shows on the nose of this wine from the longtime organic estate, but it also features riper, warmer aromas of nectarine, fragrant lemon skins and a slate minerality. There's lots of energetic pop on the sip, which shows more grass alongside lime juice, pith and skin.",20.0,88,0,0.9549924353485132
52611,Esser 2012 Chardonnay (Monterey County),"This fresh-smelling wine blends aromas of caramel apple and light grapefruit juice. The palate is racy in acidity, like a glass of fresh orange juice splashed with squeezes of lemon and grapefruit, and a vanilla warmth toward the finish.",13.0,91,0,0.9549923612766323
83250,ONX 2012 Field Day White (Paso Robles),"Dry in style and acidic, this blend of Sauvignon Blanc and Viognier is marked by quince, papaya and Meyer lemon flavors. Despite its honeyed richness, it finishes clean and tart with citrusy acidity.",28.0,87,0,0.9549923500118773
103438,Callia 2010 Pinot Grigio (Tulum Valley),"Round and floral, with melon and other simple, clean aromas. Good mouthfeel, proper acidity and basic, likable flavors of citrus, green apple, green banana and tropical fruits make it a good quaffer and a good value.",9.0,86,0,0.9549923380929208
49277,Vina Robles 2016 Chardonnay (Monterey),"A rich nose of sweet orange mousse, lemon syrup and ripe apple flesh shows on this bottling from the Paso Robles producer. Lemon peels, pineapple and coconut flesh show on the sip, which is dusted with a touch of sea salt.",22.0,87,0,0.9549923319402283
65890,Mar de Frades 2013 Val do Salnés Albariño (Rías Baixas),"Stony aromas of peach and light citrus fruits come with a dusty note. This feels plump, melony and citric, with a nice but standard mix of orange, lime and nectarine flavors. A fresh, zesty finish is textbook and holds steady.",25.0,89,0,0.9549923230681067
55767,Buttonwood 2016 Zingy Sauvignon Blanc,"Extremely light in color, this always-zippy bottling from winemaker Karen Steinwachs shows wet cement, green grapefruit, cut grass and faint passionfruit aromas. It's lush and tropical on the palate but remains very racy and tight, with lime and more cut grass flavors.",22.0,90,0,0.9549922743610145
115946,Buttonwood 2016 Zingy Sauvignon Blanc,"Extremely light in color, this always-zippy bottling from winemaker Karen Steinwachs shows wet cement, green grapefruit, cut grass and faint passionfruit aromas. It's lush and tropical on the palate but remains very racy and tight, with lime and more cut grass flavors.",22.0,90,0,0.9549922743610145
36728,Kitá 2013 Camp 4 Vineyard Sauvignon Blanc (Santa Ynez Valley),"Underripe, slightly green orange peels mix with honeydew, grass and lime on this straightforward selection. The palate shows a touch of peach on the first part of the sip before delving into pungent grassiness that continues through the finish, all complemented by a wet stone frame.",24.0,90,0,0.9549922396772675
90826,Naia 2007 Las Brisas White (Rueda),"In cooler vintages like 2007, this white blend from Bodegas Naia excels. It gets going with pear, apple and light, leesy aromas in front of a citrusy palate that is a knock-off for varietal Sauvignon Blanc. Flavors of grapefruit, lime and gooseberry should be familiar, and the crisp fresh-lettuce finish is a winner. Good stuff for the money.",11.0,88,0,0.9549922254450537
61561,Noble Vines 2015 152 Pinot Grigio (San Bernabe),"Dried lime rinds, wet cement, pear blossoms, honeydew melon and tangerine show on the nose of this bottling that is ever-so-slightly pink in the glass. Honeysuckle flavors meet with ripe pear and apple on the palate that is a tad sweet.",13.0,86,0,0.9549921509474676
35327,Caliterra 2009 Tributo Sauvignon Blanc (Leyda Valley),"Green, mildly vegetal and lightly tropical, with a tangy, acid-driven palate and citrusy, sharp flavors of grapefruit, tangerine and orange. Quick on the finish but sizzling, with an abundance of mouth-washing acidity. Very food friendly even toward the end of its prescribed lifespan.",20.0,87,0,0.9549921494046812
106165,Caliterra 2009 Tributo Sauvignon Blanc (Leyda Valley),"Green, mildly vegetal and lightly tropical, with a tangy, acid-driven palate and citrusy, sharp flavors of grapefruit, tangerine and orange. Quick on the finish but sizzling, with an abundance of mouth-washing acidity. Very food friendly even toward the end of its prescribed lifespan.",20.0,87,0,0.9549921494046812
114571,Pascal Jolivet 2000  Sancerre,"Pungent aromas of field greens and citrus lead into a palate defined by racy lime, grapefruit and passion fruit. The finish is a bit watery, which is a disappointing drop off from the solid citrus flavors present on the front palate. Overall it's a nice wine, nothing more, nothing less.",19.0,86,0,0.9549921493063455
